date,slot,grid_contract,grid_emergency,charge,discharge,soc_start,soc_end,interval_start,interval_end
2025-02-01,50,0.0,0.0,0.0,194.9704166666666,2386.227944444445,2169.5941481481486,2025-02-01T08:30:00,2025-02-01T08:40:00
2025-02-01,51,0.0,0.0,0.0,151.82705000000004,2169.5941481481486,2000.8974259259264,2025-02-01T08:40:00,2025-02-01T08:50:00
2025-02-01,52,0.0,0.0,0.0,119.95499999999993,2000.8974259259264,1867.6140925925931,2025-02-01T08:50:00,2025-02-01T09:00:00
2025-02-01,53,0.0,16.29916666666668,0.0,98.87750000000005,1867.6140925925931,1757.750203703704,2025-02-01T09:00:00,2025-02-01T09:10:00
2025-02-01,54,0.0,0.0,0.0,77.7103166666667,1757.750203703704,1671.4054074074077,2025-02-01T09:10:00,2025-02-01T09:20:00
2025-02-01,55,0.0,0.0,0.0,25.748050000000035,1671.4054074074077,1642.7964629629632,2025-02-01T09:20:00,2025-02-01T09:30:00
2025-02-01,56,0.0,0.0,37.037083333333385,0.0,1642.7964629629632,1676.1298379629634,2025-02-01T09:30:00,2025-02-01T09:40:00
2025-02-01,57,0.0,0.0,57.89088333333336,0.0,1676.1298379629634,1728.2316329629634,2025-02-01T09:40:00,2025-02-01T09:50:00
2025-02-01,58,0.0,0.0,74.17223333333322,0.0,1728.2316329629634,1794.9866429629633,2025-02-01T09:50:00,2025-02-01T10:00:00
2025-02-01,59,0.0,0.0,121.85083333333318,0.0,1794.9866429629633,1904.6523929629632,2025-02-01T10:00:00,2025-02-01T10:10:00
2025-02-01,60,0.0,0.0,197.25843333333341,0.0,1904.6523929629632,2082.184982962963,2025-02-01T10:10:00,2025-02-01T10:20:00
2025-02-01,61,0.0,12.85253333333344,239.77271666666672,0.0,2082.184982962963,2297.9804279629634,2025-02-01T10:20:00,2025-02-01T10:30:00
2025-02-01,62,0.0,0.0,254.0866666666667,0.0,2297.9804279629634,2526.6584279629633,2025-02-01T10:30:00,2025-02-01T10:40:00
2025-02-01,63,0.0,0.0,295.36063333333345,0.0,2526.6584279629633,2792.4829979629635,2025-02-01T10:40:00,2025-02-01T10:50:00
2025-02-01,64,0.0,0.0,307.8383500000001,0.0,2792.4829979629635,3069.537512962964,2025-02-01T10:50:00,2025-02-01T11:00:00
2025-02-01,65,0.0,0.0,306.15083333333337,0.0,3069.537512962964,3345.073262962964,2025-02-01T11:00:00,2025-02-01T11:10:00
2025-02-01,66,0.0,0.0,361.4027166666667,0.0,3345.073262962964,3670.335707962964,2025-02-01T11:10:00,2025-02-01T11:20:00
2025-02-01,67,0.0,0.0,379.8637,0.0,3670.335707962964,4012.2130379629643,2025-02-01T11:20:00,2025-02-01T11:30:00
2025-02-01,68,0.0,0.0,344.2854166666667,0.0,4012.2130379629643,4322.069912962965,2025-02-01T11:30:00,2025-02-01T11:40:00
2025-02-01,69,0.0,0.0,340.53531666666674,0.0,4322.069912962965,4628.551697962965,2025-02-01T11:40:00,2025-02-01T11:50:00
2025-02-01,70,0.0,0.0,389.64243333333343,0.0,4628.551697962965,4979.229887962965,2025-02-01T11:50:00,2025-02-01T12:00:00
2025-02-01,71,0.0,0.0,445.34208333333345,0.0,4979.229887962965,5380.037762962966,2025-02-01T12:00:00,2025-02-01T12:10:00
2025-02-01,72,219.046254732512,11.501566666667031,659.1896380658454,0.0,5380.037762962966,5973.3084372222265,2025-02-01T12:10:00,2025-02-01T12:20:00
2025-02-01,73,0.0,0.0,419.23288333333346,0.0,5973.3084372222265,6350.618032222226,2025-02-01T12:20:00,2025-02-01T12:30:00
2025-02-01,74,0.0,0.0,421.63374999999996,0.0,6350.618032222226,6730.088407222226,2025-02-01T12:30:00,2025-02-01T12:40:00
2025-02-01,75,387.88519999999994,0.0,833.3333333333333,0.0,6730.088407222226,7480.088407222226,2025-02-01T12:40:00,2025-02-01T12:50:00
2025-02-01,76,0.0,39.500666666666575,465.15504999999996,0.0,7480.088407222226,7898.727952222226,2025-02-01T12:50:00,2025-02-01T13:00:00
2025-02-01,77,0.0,48.47916666666629,462.0224999999998,0.0,7898.727952222226,8314.548202222226,2025-02-01T13:00:00,2025-02-01T13:10:00
2025-02-01,78,0.0,15.980000000000246,437.62868333333336,0.0,8314.548202222226,8708.414017222225,2025-02-01T13:10:00,2025-02-01T13:20:00
2025-02-01,79,0.0,0.6274333333333288,423.35186666666664,0.0,8708.414017222225,9089.430697222226,2025-02-01T13:20:00,2025-02-01T13:30:00
2025-02-01,80,0.0,0.0,407.96541666666656,0.0,9089.430697222226,9456.599572222225,2025-02-01T13:30:00,2025-02-01T13:40:00
2025-02-01,81,0.0,0.0,352.7856333333334,0.0,9456.599572222225,9774.106642222225,2025-02-01T13:40:00,2025-02-01T13:50:00
2025-02-01,82,0.0,0.0,306.30583333333334,0.0,9774.106642222225,10049.781892222225,2025-02-01T13:50:00,2025-02-01T14:00:00
2025-02-01,83,0.0,45.00374999999997,278.54625,0.0,10049.781892222225,10300.473517222224,2025-02-01T14:00:00,2025-02-01T14:10:00
2025-02-01,84,0.0,30.139216666666698,233.03925000000004,0.0,10300.473517222224,10510.208842222224,2025-02-01T14:10:00,2025-02-01T14:20:00
2025-02-01,85,0.0,23.397650000000112,189.6664666666668,0.0,10510.208842222224,10680.908662222224,2025-02-01T14:20:00,2025-02-01T14:30:00
2025-02-01,86,0.0,15.735375308640073,132.3237086419734,0.0,10680.908662222224,10800.0,2025-02-01T14:30:00,2025-02-01T14:40:00
2025-02-01,87,0.0,0.0,0.0,0.0,10800.0,10800.0,2025-02-01T14:40:00,2025-02-01T14:50:00
2025-02-01,88,0.0,0.0,0.0,0.0,10800.0,10800.0,2025-02-01T14:50:00,2025-02-01T15:00:00
2025-02-01,89,0.0,0.0,0.0,0.0,10800.0,10800.0,2025-02-01T15:00:00,2025-02-01T15:10:00
2025-02-01,90,58.28113333333329,0.0,0.0,-0.0,10800.0,10800.0,2025-02-01T15:10:00,2025-02-01T15:20:00
2025-02-01,91,119.00723333333326,0.0,0.0,-0.0,10800.0,10800.0,2025-02-01T15:20:00,2025-02-01T15:30:00
2025-02-01,92,139.25999999999993,18.75750000000005,0.0,-0.0,10800.0,10800.0,2025-02-01T15:30:00,2025-02-01T15:40:00
2025-02-01,93,149.8426166666667,33.317733333333365,0.0,-0.0,10800.0,10800.0,2025-02-01T15:40:00,2025-02-01T15:50:00
2025-02-01,94,197.74863333333343,0.0,0.0,-0.0,10800.0,10800.0,2025-02-01T15:50:00,2025-02-01T16:00:00
2025-02-01,95,266.5833333333333,0.0,0.0,-0.0,10800.0,10800.0,2025-02-01T16:00:00,2025-02-01T16:10:00
2025-02-01,96,300.4040333333333,0.0,0.0,-0.0,10800.0,10800.0,2025-02-01T16:10:00,2025-02-01T16:20:00
2025-02-01,97,350.03875000000005,0.0,0.0,-0.0,10800.0,10800.0,2025-02-01T16:20:00,2025-02-01T16:30:00
2025-02-01,98,425.40125,0.0,0.0,-0.0,10800.0,10800.0,2025-02-01T16:30:00,2025-02-01T16:40:00
2025-02-01,99,471.5829499999999,0.0,0.0,0.0,10800.0,10800.0,2025-02-01T16:40:00,2025-02-01T16:50:00
2025-02-01,100,451.32416666666666,0.0,0.0,0.0,10800.0,10800.0,2025-02-01T16:50:00,2025-02-01T17:00:00
2025-02-01,101,413.63541666666663,0.0,0.0,0.0,10800.0,10800.0,2025-02-01T17:00:00,2025-02-01T17:10:00
2025-02-01,102,445.0676666666667,0.0,0.0,-0.0,10800.0,10800.0,2025-02-01T17:10:00,2025-02-01T17:20:00
2025-02-01,103,459.75558333333333,0.0,0.0,0.0,10800.0,10800.0,2025-02-01T17:20:00,2025-02-01T17:30:00
2025-02-01,104,444.7633333333333,0.0,0.0,0.0,10800.0,10800.0,2025-02-01T17:30:00,2025-02-01T17:40:00
2025-02-01,105,452.7341666666667,0.0,0.0,0.0,10800.0,10800.0,2025-02-01T17:40:00,2025-02-01T17:50:00
2025-02-01,106,219.9556499999928,0.0,0.0,237.33690000000718,10800.0,10536.292333333326,2025-02-01T17:50:00,2025-02-01T18:00:00
2025-02-01,107,0.0,0.0,0.0,428.47,10536.292333333326,10060.214555555547,2025-02-01T18:00:00,2025-02-01T18:10:00
2025-02-01,108,0.0,3.5878333333333448,0.0,450.54721666666666,10060.214555555547,9559.606537037029,2025-02-01T18:10:00,2025-02-01T18:20:00
2025-02-01,109,0.0,8.558983333333344,0.0,463.7063333333333,9559.606537037029,9044.37727777777,2025-02-01T18:20:00,2025-02-01T18:30:00
2025-02-01,110,0.0,0.0,0.0,454.16833333333335,9044.37727777777,8539.745796296289,2025-02-01T18:30:00,2025-02-01T18:40:00
2025-02-01,111,0.0,0.0,0.0,418.3761833333333,8539.745796296289,8074.883370370363,2025-02-01T18:40:00,2025-02-01T18:50:00
2025-02-01,112,0.0,0.0,0.0,414.0822333333333,8074.883370370363,7614.791999999993,2025-02-01T18:50:00,2025-02-01T19:00:00
2025-02-01,113,0.0,0.0,0.0,432.1383333333333,7614.791999999993,7134.63829629629,2025-02-01T19:00:00,2025-02-01T19:10:00
2025-02-01,114,0.0,0.0,0.0,424.0143666666667,7134.63829629629,6663.511222222216,2025-02-01T19:10:00,2025-02-01T19:20:00
2025-02-01,115,0.0,23.16661666666664,0.0,419.24585,6663.511222222216,6197.6824999999935,2025-02-01T19:20:00,2025-02-01T19:30:00
2025-02-01,116,0.0,57.12166666666667,0.0,426.625,6197.6824999999935,5723.654722222216,2025-02-01T19:30:00,2025-02-01T19:40:00
2025-02-01,117,0.0,35.12441666666666,0.0,446.06005,5723.654722222216,5228.032444444439,2025-02-01T19:40:00,2025-02-01T19:50:00
2025-02-01,118,0.0,0.0,0.0,444.76593333333335,5228.032444444439,4733.848074074068,2025-02-01T19:50:00,2025-02-01T20:00:00
2025-02-01,119,0.0,0.0,0.0,418.095,4733.848074074068,4269.298074074068,2025-02-01T20:00:00,2025-02-01T20:10:00
2025-02-01,120,0.0,0.0,0.0,436.7405166666667,4269.298074074068,3784.030833333327,2025-02-01T20:10:00,2025-02-01T20:20:00
2025-02-01,121,0.0,0.0,0.0,452.69785,3784.030833333327,3281.033222222216,2025-02-01T20:20:00,2025-02-01T20:30:00
2025-02-01,122,0.0,0.0,0.0,449.9683333333333,3281.033222222216,2781.068407407401,2025-02-01T20:30:00,2025-02-01T20:40:00
2025-02-01,123,0.0,0.0,0.0,455.0667,2781.068407407401,2275.4387407407344,2025-02-01T20:40:00,2025-02-01T20:50:00
2025-02-01,124,0.0,0.0,0.0,454.01236666666665,2275.4387407407344,1770.9805555555492,2025-02-01T20:50:00,2025-02-01T21:00:00
2025-02-01,125,517.75,0.0,0.0,0.0,1770.9805555555492,1770.9805555555492,2025-02-01T21:00:00,2025-02-01T21:10:00
2025-02-01,126,503.43444999999997,0.0,0.0,0.0,1770.9805555555492,1770.9805555555492,2025-02-01T21:10:00,2025-02-01T21:20:00
2025-02-01,127,470.0101666666667,33.27296666666666,0.0,0.0,1770.9805555555492,1770.9805555555492,2025-02-01T21:20:00,2025-02-01T21:30:00
2025-02-01,128,459.46166666666664,18.095000000000027,0.0,0.0,1770.9805555555492,1770.9805555555492,2025-02-01T21:30:00,2025-02-01T21:40:00
2025-02-01,129,482.57188333333335,0.0,0.0,-0.0,1770.9805555555492,1770.9805555555492,2025-02-01T21:40:00,2025-02-01T21:50:00
2025-02-01,130,471.31835,0.0,0.0,-0.0,1770.9805555555492,1770.9805555555492,2025-02-01T21:50:00,2025-02-01T22:00:00
2025-02-01,131,1254.5249999999999,0.0,833.3333333333333,0.0,1770.9805555555492,2520.9805555555495,2025-02-01T22:00:00,2025-02-01T22:10:00
2025-02-01,132,1231.1910833333332,0.0,833.3333333333333,0.0,2520.9805555555495,3270.9805555555495,2025-02-01T22:10:00,2025-02-01T22:20:00
2025-02-01,133,414.09024999999997,0.0,0.0,0.0,3270.9805555555495,3270.9805555555495,2025-02-01T22:20:00,2025-02-01T22:30:00
2025-02-01,134,1274.53,0.0,833.3333333333333,0.0,3270.9805555555495,4020.9805555555495,2025-02-01T22:30:00,2025-02-01T22:40:00
2025-02-01,135,1270.2507166666667,0.0,833.3333333333333,0.0,4020.9805555555495,4770.9805555555495,2025-02-01T22:40:00,2025-02-01T22:50:00
2025-02-01,136,1247.2005666666666,3.301183333333256,833.3333333333333,0.0,4770.9805555555495,5520.9805555555495,2025-02-01T22:50:00,2025-02-01T23:00:00
2025-02-01,137,1227.9816666666666,37.14833333333331,833.3333333333333,0.0,5520.9805555555495,6270.9805555555495,2025-02-01T23:00:00,2025-02-01T23:10:00
2025-02-01,138,1060.3787333333496,12.752883333333102,666.6666666666828,0.0,6270.9805555555495,6870.980555555564,2025-02-01T23:10:00,2025-02-01T23:20:00
2025-02-01,139,1241.9489999999998,0.0,833.3333333333333,0.0,6870.980555555564,7620.980555555564,2025-02-01T23:20:00,2025-02-01T23:30:00
2025-02-01,140,1256.5749999999998,0.0,833.3333333333333,0.0,7620.980555555564,8370.980555555565,2025-02-01T23:30:00,2025-02-01T23:40:00
2025-02-01,141,1263.00765,0.0,833.3333333333333,0.0,8370.980555555565,9120.980555555565,2025-02-01T23:40:00,2025-02-01T23:50:00
2025-02-01,142,486.5695333333333,0.0,0.0,0.0,9120.980555555565,9120.980555555565,2025-02-01T23:50:00,2025-02-02T00:00:00
2025-02-01,143,573.3933333333333,7.430000000000064,0.0,0.0,9120.980555555565,9120.980555555565,2025-02-02T00:00:00,2025-02-02T00:10:00
2025-02-02,0,801.93414382715,0.0,198.91049382715008,0.0,9120.980555555565,9300.0,2025-02-02T00:10:00,2025-02-02T00:20:00
2025-02-02,1,1437.5054666666665,0.0,833.3333333333333,0.0,9300.0,10050.0,2025-02-02T00:20:00,2025-02-02T00:30:00
2025-02-02,2,600.02,0.0,0.0,0.0,10050.0,10050.0,2025-02-02T00:30:00,2025-02-02T00:40:00
2025-02-02,3,587.6106666666667,0.0,0.0,0.0,10050.0,10050.0,2025-02-02T00:40:00,2025-02-02T00:50:00
2025-02-02,4,599.4886833333334,0.0,0.0,0.0,10050.0,10050.0,2025-02-02T00:50:00,2025-02-02T01:00:00
2025-02-02,5,629.2333333333333,0.0,0.0,0.0,10050.0,10050.0,2025-02-02T01:00:00,2025-02-02T01:10:00
2025-02-02,6,636.3726833333334,0.0,0.0,0.0,10050.0,10050.0,2025-02-02T01:10:00,2025-02-02T01:20:00
2025-02-02,7,636.0457333333333,0.0,0.0,0.0,10050.0,10050.0,2025-02-02T01:20:00,2025-02-02T01:30:00
2025-02-02,8,632.6066666666667,0.0,0.0,0.0,10050.0,10050.0,2025-02-02T01:30:00,2025-02-02T01:40:00
2025-02-02,9,614.5470666666666,0.0,0.0,0.0,10050.0,10050.0,2025-02-02T01:40:00,2025-02-02T01:50:00
2025-02-02,10,607.03785,17.257849999999962,0.0,0.0,10050.0,10050.0,2025-02-02T01:50:00,2025-02-02T02:00:00
2025-02-02,11,627.8416666666667,0.8233333333332666,0.0,0.0,10050.0,10050.0,2025-02-02T02:00:00,2025-02-02T02:10:00
2025-02-02,12,668.8419,0.0,0.0,0.0,10050.0,10050.0,2025-02-02T02:10:00,2025-02-02T02:20:00
2025-02-02,13,687.6550833333334,0.0,0.0,0.0,10050.0,10050.0,2025-02-02T02:20:00,2025-02-02T02:30:00
2025-02-02,14,675.1283333333333,0.0,0.0,0.0,10050.0,10050.0,2025-02-02T02:30:00,2025-02-02T02:40:00
2025-02-02,15,656.5923,0.0,0.0,0.0,10050.0,10050.0,2025-02-02T02:40:00,2025-02-02T02:50:00
2025-02-02,16,630.04515,2.797366666666676,0.0,0.0,10050.0,10050.0,2025-02-02T02:50:00,2025-02-02T03:00:00
2025-02-02,17,613.0833333333334,69.6583333333333,0.0,0.0,10050.0,10050.0,2025-02-02T03:00:00,2025-02-02T03:10:00
2025-02-02,18,637.3823166666667,12.908950000000004,0.0,0.0,10050.0,10050.0,2025-02-02T03:10:00,2025-02-02T03:20:00
2025-02-02,19,683.0043999999999,0.0,0.0,0.0,10050.0,10050.0,2025-02-02T03:20:00,2025-02-02T03:30:00
2025-02-02,20,708.3066666666667,0.0,0.0,0.0,10050.0,10050.0,2025-02-02T03:30:00,2025-02-02T03:40:00
2025-02-02,21,685.7917000000001,0.0,0.0,0.0,10050.0,10050.0,2025-02-02T03:40:00,2025-02-02T03:50:00
2025-02-02,22,675.7256666666666,0.0,0.0,0.0,10050.0,10050.0,2025-02-02T03:50:00,2025-02-02T04:00:00
2025-02-02,23,695.69,0.0,0.0,0.0,10050.0,10050.0,2025-02-02T04:00:00,2025-02-02T04:10:00
2025-02-02,24,705.8111833333334,0.0,0.0,0.0,10050.0,10050.0,2025-02-02T04:10:00,2025-02-02T04:20:00
2025-02-02,25,696.4243166666666,0.0,0.0,0.0,10050.0,10050.0,2025-02-02T04:20:00,2025-02-02T04:30:00
2025-02-02,26,692.35,0.0,0.0,0.0,10050.0,10050.0,2025-02-02T04:30:00,2025-02-02T04:40:00
2025-02-02,27,720.4733500000001,0.0,0.0,0.0,10050.0,10050.0,2025-02-02T04:40:00,2025-02-02T04:50:00
2025-02-02,28,715.4342166666667,0.0,0.0,0.0,10050.0,10050.0,2025-02-02T04:50:00,2025-02-02T05:00:00
2025-02-02,29,688.285,0.0,0.0,0.0,10050.0,10050.0,2025-02-02T05:00:00,2025-02-02T05:10:00
2025-02-02,30,713.5248833333334,0.0,0.0,0.0,10050.0,10050.0,2025-02-02T05:10:00,2025-02-02T05:20:00
2025-02-02,31,724.1948166666667,0.0,0.0,0.0,10050.0,10050.0,2025-02-02T05:20:00,2025-02-02T05:30:00
2025-02-02,32,703.2716666666666,0.0,0.0,0.0,10050.0,10050.0,2025-02-02T05:30:00,2025-02-02T05:40:00
2025-02-02,33,1548.7018166666667,0.0,833.3333333333333,0.0,10050.0,10800.0,2025-02-02T05:40:00,2025-02-02T05:50:00
2025-02-02,34,801.9196833333333,0.0,-0.0,0.0,10800.0,10800.0,2025-02-02T05:50:00,2025-02-02T06:00:00
2025-02-02,35,901.8566666666667,0.0,0.0,0.0,10800.0,10800.0,2025-02-02T06:00:00,2025-02-02T06:10:00
2025-02-02,36,226.73566666666704,0.0,0.0,680.7481166666663,10800.0,10043.613203703704,2025-02-02T06:10:00,2025-02-02T06:20:00
2025-02-02,37,903.82985,0.0,0.0,0.0,10043.613203703704,10043.613203703704,2025-02-02T06:20:00,2025-02-02T06:30:00
2025-02-02,38,915.7416666666667,0.0,0.0,0.0,10043.613203703704,10043.613203703704,2025-02-02T06:30:00,2025-02-02T06:40:00
2025-02-02,39,886.9546166666668,0.0,0.0,0.0,10043.613203703704,10043.613203703704,2025-02-02T06:40:00,2025-02-02T06:50:00
2025-02-02,40,883.6352166666667,0.0,0.0,0.0,10043.613203703704,10043.613203703704,2025-02-02T06:50:00,2025-02-02T07:00:00
2025-02-02,41,894.3908333333335,0.0,0.0,0.0,10043.613203703704,10043.613203703704,2025-02-02T07:00:00,2025-02-02T07:10:00
2025-02-02,42,858.5330833333334,0.0,0.0,0.0,10043.613203703704,10043.613203703704,2025-02-02T07:10:00,2025-02-02T07:20:00
2025-02-02,43,827.1202000000001,0.0,0.0,0.0,10043.613203703704,10043.613203703704,2025-02-02T07:20:00,2025-02-02T07:30:00
2025-02-02,44,779.2016666666667,0.0,0.0,0.0,10043.613203703704,10043.613203703704,2025-02-02T07:30:00,2025-02-02T07:40:00
2025-02-02,45,1501.9265833333334,0.0,833.3333333333333,0.0,10043.613203703704,10793.613203703704,2025-02-02T07:40:00,2025-02-02T07:50:00
2025-02-02,46,737.5052166666667,0.0,0.0,0.0,10793.613203703704,10793.613203703704,2025-02-02T07:50:00,2025-02-02T08:00:00
2025-02-02,47,77.34375,0.0,0.0,833.3333333333333,10793.613203703704,9867.687277777779,2025-02-02T08:00:00,2025-02-02T08:10:00
2025-02-02,48,23.65166666666687,0.0,0.0,833.3333333333333,9867.687277777779,8941.761351851854,2025-02-02T08:10:00,2025-02-02T08:20:00
2025-02-02,49,0.0,0.0,0.0,774.1537500000002,8941.761351851854,8081.59051851852,2025-02-02T08:20:00,2025-02-02T08:30:00
2025-02-02,50,0.0,0.0,0.0,758.84625,8081.59051851852,7238.42801851852,2025-02-02T08:30:00,2025-02-02T08:40:00
2025-02-02,51,0.0,0.0,0.0,702.3563333333335,7238.42801851852,6458.0320925925935,2025-02-02T08:40:00,2025-02-02T08:50:00
2025-02-02,52,0.0,0.0,0.0,624.1227333333333,6458.0320925925935,5764.5623888888895,2025-02-02T08:50:00,2025-02-02T09:00:00
2025-02-02,53,0.0,0.0,0.0,563.4845833333335,5764.5623888888895,5138.4684074074075,2025-02-02T09:00:00,2025-02-02T09:10:00
2025-02-02,54,0.0,0.0,0.0,530.1598499999999,5138.4684074074075,4549.401907407408,2025-02-02T09:10:00,2025-02-02T09:20:00
2025-02-02,55,0.0,0.0,0.0,477.1809333333334,4549.401907407408,4019.2008703703705,2025-02-02T09:20:00,2025-02-02T09:30:00
2025-02-02,56,0.0,0.0,0.0,407.5816666666666,4019.2008703703705,3566.332351851852,2025-02-02T09:30:00,2025-02-02T09:40:00
