date,slot,version,issue_time,quantity
2025-02-01,68,1,2025-02-01T06:00:00,0.0
2025-02-01,69,0,2025-02-01T00:00:00,0.0
2025-02-01,69,1,2025-02-01T06:00:00,0.0
2025-02-01,70,0,2025-02-01T00:00:00,0.0
2025-02-01,70,1,2025-02-01T06:00:00,0.0
2025-02-01,71,0,2025-02-01T00:00:00,0.0
2025-02-01,71,1,2025-02-01T06:00:00,0.0
2025-02-01,71,2,2025-02-01T12:00:00,338.46695
2025-02-01,72,0,2025-02-01T00:00:00,0.0
2025-02-01,72,1,2025-02-01T06:00:00,0.0
2025-02-01,72,2,2025-02-01T12:00:00,358.2430694444446
2025-02-01,73,0,2025-02-01T00:00:00,0.0
2025-02-01,73,1,2025-02-01T06:00:00,0.0
2025-02-01,73,2,2025-02-01T12:00:00,0.0
2025-02-01,74,0,2025-02-01T00:00:00,0.0
2025-02-01,74,1,2025-02-01T06:00:00,0.0
2025-02-01,74,2,2025-02-01T12:00:00,15.096839163236325
2025-02-01,75,0,2025-02-01T00:00:00,465.41539999999986
2025-02-01,75,1,2025-02-01T06:00:00,0.0
2025-02-01,75,2,2025-02-01T12:00:00,423.9693777777777
2025-02-01,76,0,2025-02-01T00:00:00,0.0
2025-02-01,76,1,2025-02-01T06:00:00,0.0
2025-02-01,76,2,2025-02-01T12:00:00,0.0
2025-02-01,77,0,2025-02-01T00:00:00,0.0
2025-02-01,77,1,2025-02-01T06:00:00,0.0
2025-02-01,77,2,2025-02-01T12:00:00,0.0
2025-02-01,78,0,2025-02-01T00:00:00,0.0
2025-02-01,78,1,2025-02-01T06:00:00,0.0
2025-02-01,78,2,2025-02-01T12:00:00,0.0
2025-02-01,79,0,2025-02-01T00:00:00,0.0
2025-02-01,79,1,2025-02-01T06:00:00,0.0
2025-02-01,79,2,2025-02-01T12:00:00,0.0
2025-02-01,80,0,2025-02-01T00:00:00,0.0
2025-02-01,80,1,2025-02-01T06:00:00,0.0
2025-02-01,80,2,2025-02-01T12:00:00,0.0
2025-02-01,81,0,2025-02-01T00:00:00,0.0
2025-02-01,81,1,2025-02-01T06:00:00,0.0
2025-02-01,81,2,2025-02-01T12:00:00,0.0
2025-02-01,82,0,2025-02-01T00:00:00,0.0
2025-02-01,82,1,2025-02-01T06:00:00,0.0
2025-02-01,82,2,2025-02-01T12:00:00,0.0
2025-02-01,83,0,2025-02-01T00:00:00,0.0
2025-02-01,83,1,2025-02-01T06:00:00,0.0
2025-02-01,83,2,2025-02-01T12:00:00,0.0
2025-02-01,84,0,2025-02-01T00:00:00,0.0
2025-02-01,84,1,2025-02-01T06:00:00,0.0
2025-02-01,84,2,2025-02-01T12:00:00,0.0
2025-02-01,85,0,2025-02-01T00:00:00,0.0
2025-02-01,85,1,2025-02-01T06:00:00,0.0
2025-02-01,85,2,2025-02-01T12:00:00,0.0
2025-02-01,86,0,2025-02-01T00:00:00,0.0
2025-02-01,86,1,2025-02-01T06:00:00,0.0
2025-02-01,86,2,2025-02-01T12:00:00,0.0
2025-02-01,87,0,2025-02-01T00:00:00,0.0
2025-02-01,87,1,2025-02-01T06:00:00,0.0
2025-02-01,87,2,2025-02-01T12:00:00,0.0
2025-02-01,88,0,2025-02-01T00:00:00,0.0
2025-02-01,88,1,2025-02-01T06:00:00,0.0
2025-02-01,88,2,2025-02-01T12:00:00,0.0
2025-02-01,89,0,2025-02-01T00:00:00,51.71876666666674
2025-02-01,89,1,2025-02-01T06:00:00,0.0
2025-02-01,89,2,2025-02-01T12:00:00,0.0
2025-02-01,90,0,2025-02-01T00:00:00,163.25448031550138
2025-02-01,90,1,2025-02-01T06:00:00,59.602033333333225
2025-02-01,90,2,2025-02-01T12:00:00,80.5683499999999
2025-02-01,91,0,2025-02-01T00:00:00,207.16737777777774
2025-02-01,91,1,2025-02-01T06:00:00,109.87386666666657
2025-02-01,91,2,2025-02-01T12:00:00,133.07088333333326
2025-02-01,92,0,2025-02-01T00:00:00,218.80628333333328
2025-02-01,92,1,2025-02-01T06:00:00,112.37963333333329
2025-02-01,92,2,2025-02-01T12:00:00,137.80734999999993
2025-02-01,93,0,2025-02-01T00:00:00,260.8672722222222
2025-02-01,93,1,2025-02-01T06:00:00,145.30748333333332
2025-02-01,93,2,2025-02-01T12:00:00,172.96589999999998
2025-02-01,94,0,2025-02-01T00:00:00,318.9908444444445
2025-02-01,94,1,2025-02-01T06:00:00,194.2979166666667
2025-02-01,94,2,2025-02-01T12:00:00,224.18703333333343
2025-02-01,95,0,2025-02-01T00:00:00,367.94713333333334
2025-02-01,95,1,2025-02-01T06:00:00,234.12106666666665
2025-02-01,95,2,2025-02-01T12:00:00,266.24088333333333
2025-02-01,96,0,2025-02-01T00:00:00,379.41678055555553
2025-02-01,96,1,2025-02-01T06:00:00,264.7472305555555
2025-02-01,96,2,2025-02-01T12:00:00,292.97434166666665
2025-02-01,97,0,2025-02-01T00:00:00,411.50699444444444
2025-02-01,97,1,2025-02-01T06:00:00,315.9939611111111
2025-02-01,97,2,2025-02-01T12:00:00,340.3283666666666
2025-02-01,98,0,2025-02-01T00:00:00,463.1537916666667
2025-02-01,98,1,2025-02-01T06:00:00,386.797275
2025-02-01,98,2,2025-02-01T12:00:00,407.238975
2025-02-01,99,0,2025-02-01T00:00:00,491.2399055555555
2025-02-01,99,1,2025-02-01T06:00:00,434.0399055555555
2025-02-01,99,2,2025-02-01T12:00:00,450.58889999999997
2025-02-01,100,0,2025-02-01T00:00:00,456.1401861111111
2025-02-01,100,1,2025-02-01T06:00:00,418.0967027777778
2025-02-01,100,2,2025-02-01T12:00:00,430.7529916666667
2025-02-01,101,0,2025-02-01T00:00:00,406.74544999999995
2025-02-01,101,1,2025-02-01T06:00:00,387.8584833333333
2025-02-01,101,2,2025-02-01T12:00:00,396.6220666666666
2025-02-01,102,0,2025-02-01T00:00:00,415.2902527777778
2025-02-01,102,1,2025-02-01T06:00:00,399.5511138888889
2025-02-01,102,2,2025-02-01T12:00:00,406.8541
2025-02-01,103,0,2025-02-01T00:00:00,429.1747722222222
2025-02-01,103,1,2025-02-01T06:00:00,416.5834611111111
2025-02-01,103,2,2025-02-01T12:00:00,422.42584999999997
2025-02-01,104,0,2025-02-01T00:00:00,421.827725
2025-02-01,104,1,2025-02-01T06:00:00,412.38424166666664
2025-02-01,104,2,2025-02-01T12:00:00,416.7660333333333
2025-02-01,105,0,2025-02-01T00:00:00,437.94669444444446
2025-02-01,105,1,2025-02-01T06:00:00,431.6510388888889
2025-02-01,105,2,2025-02-01T12:00:00,434.5722333333333
2025-02-01,106,0,2025-02-01T00:00:00,212.3493472222204
2025-02-01,106,1,2025-02-01T06:00:00,209.20151944444262
2025-02-01,106,2,2025-02-01T12:00:00,210.66211666666487
2025-02-01,107,0,2025-02-01T00:00:00,0.0
2025-02-01,107,1,2025-02-01T06:00:00,0.0
2025-02-01,107,2,2025-02-01T12:00:00,0.0
2025-02-01,107,3,2025-02-01T18:00:00,0.0
2025-02-01,108,0,2025-02-01T00:00:00,0.0
2025-02-01,108,1,2025-02-01T06:00:00,0.0
2025-02-01,108,2,2025-02-01T12:00:00,0.0
2025-02-01,108,3,2025-02-01T18:00:00,0.0
2025-02-01,109,0,2025-02-01T00:00:00,0.0
2025-02-01,109,1,2025-02-01T06:00:00,0.0
2025-02-01,109,2,2025-02-01T12:00:00,0.0
2025-02-01,109,3,2025-02-01T18:00:00,0.0
2025-02-01,110,0,2025-02-01T00:00:00,0.0
2025-02-01,110,1,2025-02-01T06:00:00,0.0
2025-02-01,110,2,2025-02-01T12:00:00,0.0
2025-02-01,110,3,2025-02-01T18:00:00,0.0
2025-02-01,111,0,2025-02-01T00:00:00,0.0
2025-02-01,111,1,2025-02-01T06:00:00,0.0
2025-02-01,111,2,2025-02-01T12:00:00,0.0
2025-02-01,111,3,2025-02-01T18:00:00,0.0
2025-02-01,112,0,2025-02-01T00:00:00,0.0
2025-02-01,112,1,2025-02-01T06:00:00,0.0
2025-02-01,112,2,2025-02-01T12:00:00,0.0
2025-02-01,112,3,2025-02-01T18:00:00,0.0
2025-02-01,113,0,2025-02-01T00:00:00,0.0
2025-02-01,113,1,2025-02-01T06:00:00,0.0
2025-02-01,113,2,2025-02-01T12:00:00,0.0
2025-02-01,113,3,2025-02-01T18:00:00,0.0
2025-02-01,114,0,2025-02-01T00:00:00,0.0
2025-02-01,114,1,2025-02-01T06:00:00,0.0
2025-02-01,114,2,2025-02-01T12:00:00,0.0
2025-02-01,114,3,2025-02-01T18:00:00,0.0
2025-02-01,115,0,2025-02-01T00:00:00,0.0
2025-02-01,115,1,2025-02-01T06:00:00,0.0
2025-02-01,115,2,2025-02-01T12:00:00,0.0
2025-02-01,115,3,2025-02-01T18:00:00,0.0
2025-02-01,116,0,2025-02-01T00:00:00,0.0
2025-02-01,116,1,2025-02-01T06:00:00,0.0
2025-02-01,116,2,2025-02-01T12:00:00,0.0
2025-02-01,116,3,2025-02-01T18:00:00,0.0
2025-02-01,117,0,2025-02-01T00:00:00,0.0
2025-02-01,117,1,2025-02-01T06:00:00,0.0
2025-02-01,117,2,2025-02-01T12:00:00,0.0
2025-02-01,117,3,2025-02-01T18:00:00,0.0
2025-02-01,118,0,2025-02-01T00:00:00,0.0
2025-02-01,118,1,2025-02-01T06:00:00,0.0
2025-02-01,118,2,2025-02-01T12:00:00,0.0
2025-02-01,118,3,2025-02-01T18:00:00,0.0
2025-02-01,119,0,2025-02-01T00:00:00,0.0
2025-02-01,119,1,2025-02-01T06:00:00,0.0
2025-02-01,119,2,2025-02-01T12:00:00,0.0
2025-02-01,119,3,2025-02-01T18:00:00,0.0
2025-02-01,120,0,2025-02-01T00:00:00,0.0
2025-02-01,120,1,2025-02-01T06:00:00,0.0
2025-02-01,120,2,2025-02-01T12:00:00,0.0
2025-02-01,120,3,2025-02-01T18:00:00,0.0
2025-02-01,121,0,2025-02-01T00:00:00,0.0
2025-02-01,121,1,2025-02-01T06:00:00,0.0
2025-02-01,121,2,2025-02-01T12:00:00,0.0
2025-02-01,121,3,2025-02-01T18:00:00,0.0
2025-02-01,122,0,2025-02-01T00:00:00,0.0
2025-02-01,122,1,2025-02-01T06:00:00,0.0
2025-02-01,122,2,2025-02-01T12:00:00,0.0
2025-02-01,122,3,2025-02-01T18:00:00,0.0
2025-02-01,123,0,2025-02-01T00:00:00,0.0
2025-02-01,123,1,2025-02-01T06:00:00,0.0
2025-02-01,123,2,2025-02-01T12:00:00,0.0
2025-02-01,123,3,2025-02-01T18:00:00,0.0
2025-02-01,124,0,2025-02-01T00:00:00,0.0
2025-02-01,124,1,2025-02-01T06:00:00,0.0
2025-02-01,124,2,2025-02-01T12:00:00,0.0
2025-02-01,124,3,2025-02-01T18:00:00,0.0
2025-02-01,125,0,2025-02-01T00:00:00,517.75
2025-02-01,125,1,2025-02-01T06:00:00,517.75
2025-02-01,125,2,2025-02-01T12:00:00,517.75
2025-02-01,125,3,2025-02-01T18:00:00,517.75
2025-02-01,126,0,2025-02-01T00:00:00,503.43444999999997
2025-02-01,126,1,2025-02-01T06:00:00,503.43444999999997
2025-02-01,126,2,2025-02-01T12:00:00,503.43444999999997
2025-02-01,126,3,2025-02-01T18:00:00,503.43444999999997
2025-02-01,127,0,2025-02-01T00:00:00,470.0101666666667
2025-02-01,127,1,2025-02-01T06:00:00,470.0101666666667
2025-02-01,127,2,2025-02-01T12:00:00,470.0101666666667
2025-02-01,127,3,2025-02-01T18:00:00,470.0101666666667
2025-02-01,128,0,2025-02-01T00:00:00,459.46166666666664
2025-02-01,128,1,2025-02-01T06:00:00,459.46166666666664
2025-02-01,128,2,2025-02-01T12:00:00,459.46166666666664
2025-02-01,128,3,2025-02-01T18:00:00,459.46166666666664
2025-02-01,129,0,2025-02-01T00:00:00,482.57188333333335
2025-02-01,129,1,2025-02-01T06:00:00,482.57188333333335
2025-02-01,129,2,2025-02-01T12:00:00,482.57188333333335
2025-02-01,129,3,2025-02-01T18:00:00,482.57188333333335
2025-02-01,130,0,2025-02-01T00:00:00,471.31835
2025-02-01,130,1,2025-02-01T06:00:00,471.31835
2025-02-01,130,2,2025-02-01T12:00:00,471.31835
2025-02-01,130,3,2025-02-01T18:00:00,471.31835
2025-02-01,131,0,2025-02-01T00:00:00,1254.5249999999999
2025-02-01,131,1,2025-02-01T06:00:00,1254.5249999999999
2025-02-01,131,2,2025-02-01T12:00:00,1254.5249999999999
2025-02-01,131,3,2025-02-01T18:00:00,1254.5249999999999
2025-02-01,132,0,2025-02-01T00:00:00,1231.1910833333332
2025-02-01,132,1,2025-02-01T06:00:00,1231.1910833333332
2025-02-01,132,2,2025-02-01T12:00:00,1231.1910833333332
2025-02-01,132,3,2025-02-01T18:00:00,1231.1910833333332
2025-02-01,133,0,2025-02-01T00:00:00,414.09024999999997
2025-02-01,133,1,2025-02-01T06:00:00,414.09024999999997
2025-02-01,133,2,2025-02-01T12:00:00,414.09024999999997
2025-02-01,133,3,2025-02-01T18:00:00,414.09024999999997
2025-02-01,134,0,2025-02-01T00:00:00,1274.53
2025-02-01,134,1,2025-02-01T06:00:00,1274.53
2025-02-01,134,2,2025-02-01T12:00:00,1274.53
2025-02-01,134,3,2025-02-01T18:00:00,1274.53
2025-02-01,135,0,2025-02-01T00:00:00,1270.2507166666667
2025-02-01,135,1,2025-02-01T06:00:00,1270.2507166666667
2025-02-01,135,2,2025-02-01T12:00:00,1270.2507166666667
2025-02-01,135,3,2025-02-01T18:00:00,1270.2507166666667
2025-02-01,136,0,2025-02-01T00:00:00,1247.2005666666666
2025-02-01,136,1,2025-02-01T06:00:00,1247.2005666666666
2025-02-01,136,2,2025-02-01T12:00:00,1247.2005666666666
2025-02-01,136,3,2025-02-01T18:00:00,1247.2005666666666
2025-02-01,137,0,2025-02-01T00:00:00,1227.9816666666666
2025-02-01,137,1,2025-02-01T06:00:00,1227.9816666666666
2025-02-01,137,2,2025-02-01T12:00:00,1227.9816666666666
2025-02-01,137,3,2025-02-01T18:00:00,1227.9816666666666
2025-02-01,138,0,2025-02-01T00:00:00,1060.3787333333335
2025-02-01,138,1,2025-02-01T06:00:00,1060.3787333333335
2025-02-01,138,2,2025-02-01T12:00:00,1060.3787333333335
2025-02-01,138,3,2025-02-01T18:00:00,1060.3787333333335
2025-02-01,139,0,2025-02-01T00:00:00,1241.9489999999998
2025-02-01,139,1,2025-02-01T06:00:00,1241.9489999999998
2025-02-01,139,2,2025-02-01T12:00:00,1241.9489999999998
2025-02-01,139,3,2025-02-01T18:00:00,1241.9489999999998
2025-02-01,140,0,2025-02-01T00:00:00,1256.5749999999998
2025-02-01,140,1,2025-02-01T06:00:00,1256.5749999999998
2025-02-01,140,2,2025-02-01T12:00:00,1256.5749999999998
2025-02-01,140,3,2025-02-01T18:00:00,1256.5749999999998
2025-02-01,141,0,2025-02-01T00:00:00,1263.00765
2025-02-01,141,1,2025-02-01T06:00:00,1263.00765
2025-02-01,141,2,2025-02-01T12:00:00,1263.00765
2025-02-01,141,3,2025-02-01T18:00:00,1263.00765
2025-02-01,142,0,2025-02-01T00:00:00,486.5695333333333
2025-02-01,142,1,2025-02-01T06:00:00,486.5695333333333
2025-02-01,142,2,2025-02-01T12:00:00,486.5695333333333
2025-02-01,142,3,2025-02-01T18:00:00,486.5695333333333
2025-02-01,143,0,2025-02-01T00:00:00,573.3933333333333
2025-02-01,143,1,2025-02-01T06:00:00,573.3933333333333
2025-02-01,143,2,2025-02-01T12:00:00,573.3933333333333
2025-02-01,143,3,2025-02-01T18:00:00,573.3933333333333
2025-02-02,0,0,2025-02-02T00:00:00,801.93070761317
2025-02-02,1,0,2025-02-02T00:00:00,1437.5054666666665
2025-02-02,2,0,2025-02-02T00:00:00,600.02
2025-02-02,3,0,2025-02-02T00:00:00,587.6106666666667
2025-02-02,4,0,2025-02-02T00:00:00,599.4886833333334
2025-02-02,5,0,2025-02-02T00:00:00,629.2333333333333
2025-02-02,6,0,2025-02-02T00:00:00,636.3726833333334
2025-02-02,7,0,2025-02-02T00:00:00,636.0457333333333
2025-02-02,8,0,2025-02-02T00:00:00,632.6066666666667
2025-02-02,9,0,2025-02-02T00:00:00,614.5470666666666
2025-02-02,10,0,2025-02-02T00:00:00,607.03785
2025-02-02,11,0,2025-02-02T00:00:00,627.8416666666667
2025-02-02,12,0,2025-02-02T00:00:00,668.8419
2025-02-02,13,0,2025-02-02T00:00:00,687.6550833333334
2025-02-02,14,0,2025-02-02T00:00:00,675.1283333333333
2025-02-02,15,0,2025-02-02T00:00:00,656.5923
2025-02-02,16,0,2025-02-02T00:00:00,630.04515
2025-02-02,17,0,2025-02-02T00:00:00,613.0833333333334
2025-02-02,18,0,2025-02-02T00:00:00,637.3823166666667
2025-02-02,19,0,2025-02-02T00:00:00,683.0043999999999
2025-02-02,20,0,2025-02-02T00:00:00,708.3066666666667
2025-02-02,21,0,2025-02-02T00:00:00,685.7917000000001
2025-02-02,22,0,2025-02-02T00:00:00,675.7256666666666
2025-02-02,23,0,2025-02-02T00:00:00,695.69
2025-02-02,24,0,2025-02-02T00:00:00,705.8111833333334
2025-02-02,25,0,2025-02-02T00:00:00,696.4243166666666
2025-02-02,26,0,2025-02-02T00:00:00,692.35
2025-02-02,27,0,2025-02-02T00:00:00,720.4733500000001
2025-02-02,28,0,2025-02-02T00:00:00,715.4344
2025-02-02,29,0,2025-02-02T00:00:00,688.285
2025-02-02,30,0,2025-02-02T00:00:00,713.5248833333334
2025-02-02,31,0,2025-02-02T00:00:00,724.1974
2025-02-02,32,0,2025-02-02T00:00:00,703.2716666666666
2025-02-02,33,0,2025-02-02T00:00:00,1548.7018166666667
2025-02-02,34,0,2025-02-02T00:00:00,801.95565
2025-02-02,35,0,2025-02-02T00:00:00,901.8566666666667
2025-02-02,35,1,2025-02-02T06:00:00,660.7619146666657
2025-02-02,36,0,2025-02-02T00:00:00,84.5790805555564
2025-02-02,36,1,2025-02-02T06:00:00,63.47651111111111
2025-02-02,37,0,2025-02-02T00:00:00,883.4847722222222
2025-02-02,37,1,2025-02-02T06:00:00,882.9828722222222
2025-02-02,38,0,2025-02-02T00:00:00,884.4727
2025-02-02,38,1,2025-02-02T06:00:00,883.71985
2025-02-02,39,0,2025-02-02T00:00:00,845.2626611111112
2025-02-02,39,1,2025-02-02T06:00:00,844.2588611111112
2025-02-02,40,0,2025-02-02T00:00:00,839.917738888889
2025-02-02,40,1,2025-02-02T06:00:00,838.6629888888889
2025-02-02,41,0,2025-02-02T00:00:00,870.2154000000002
2025-02-02,41,1,2025-02-02T06:00:00,868.7097000000001
2025-02-02,42,0,2025-02-02T00:00:00,825.9191777777778
2025-02-02,42,1,2025-02-02T06:00:00,825.9191777777778
2025-02-02,43,0,2025-02-02T00:00:00,787.1365888888889
2025-02-02,43,1,2025-02-02T06:00:00,787.1365888888889
2025-02-02,44,0,2025-02-02T00:00:00,733.9149166666667
2025-02-02,44,1,2025-02-02T06:00:00,733.9149166666667
2025-02-02,45,0,2025-02-02T00:00:00,1459.3121277777777
2025-02-02,45,1,2025-02-02T06:00:00,1459.3121277777777
2025-02-02,46,0,2025-02-02T00:00:00,700.4533722222222
2025-02-02,46,1,2025-02-02T06:00:00,700.4533722222222
2025-02-02,47,0,2025-02-02T00:00:00,47.46443333333332
2025-02-02,47,1,2025-02-02T06:00:00,59.52681666666672
2025-02-02,48,0,2025-02-02T00:00:00,0.0
2025-02-02,48,1,2025-02-02T06:00:00,12.959686111111296
2025-02-02,49,0,2025-02-02T00:00:00,0.0
2025-02-02,49,1,2025-02-02T06:00:00,0.0
2025-02-02,50,0,2025-02-02T00:00:00,0.0
2025-02-02,50,1,2025-02-02T06:00:00,0.0
2025-02-02,51,0,2025-02-02T00:00:00,0.0
2025-02-02,51,1,2025-02-02T06:00:00,0.0
2025-02-02,52,0,2025-02-02T00:00:00,0.0
2025-02-02,52,1,2025-02-02T06:00:00,0.0
2025-02-02,53,0,2025-02-02T00:00:00,0.0
2025-02-02,53,1,2025-02-02T06:00:00,0.0
2025-02-02,54,0,2025-02-02T00:00:00,0.0
2025-02-02,54,1,2025-02-02T06:00:00,0.0
2025-02-02,55,0,2025-02-02T00:00:00,0.0
2025-02-02,55,1,2025-02-02T06:00:00,0.0
2025-02-02,56,0,2025-02-02T00:00:00,0.0
2025-02-02,56,1,2025-02-02T06:00:00,0.0
2025-02-02,57,0,2025-02-02T00:00:00,0.0
2025-02-02,57,1,2025-02-02T06:00:00,0.0
2025-02-02,58,0,2025-02-02T00:00:00,0.0
2025-02-02,58,1,2025-02-02T06:00:00,0.0
2025-02-02,59,0,2025-02-02T00:00:00,0.0
2025-02-02,59,1,2025-02-02T06:00:00,0.0
2025-02-02,60,0,2025-02-02T00:00:00,0.0
2025-02-02,60,1,2025-02-02T06:00:00,0.0
2025-02-02,61,0,2025-02-02T00:00:00,0.0
2025-02-02,61,1,2025-02-02T06:00:00,0.0
2025-02-02,62,0,2025-02-02T00:00:00,0.0
2025-02-02,62,1,2025-02-02T06:00:00,0.0
2025-02-02,63,0,2025-02-02T00:00:00,0.0
2025-02-02,63,1,2025-02-02T06:00:00,0.0
2025-02-02,64,0,2025-02-02T00:00:00,214.60204722222204
2025-02-02,64,1,2025-02-02T06:00:00,131.9608833333332
2025-02-02,65,0,2025-02-02T00:00:00,964.4692
2025-02-02,65,1,2025-02-02T06:00:00,879.9492499999999
2025-02-02,66,0,2025-02-02T00:00:00,976.0925722222222
2025-02-02,66,1,2025-02-02T06:00:00,885.7589555555555
2025-02-02,67,0,2025-02-02T00:00:00,989.6045944444444
2025-02-02,67,1,2025-02-02T06:00:00,893.457311111111
2025-02-02,68,0,2025-02-02T00:00:00,964.5456166666667
2025-02-02,68,1,2025-02-02T06:00:00,862.5846666666666
2025-02-02,69,0,2025-02-02T00:00:00,941.0977388888889
2025-02-02,69,1,2025-02-02T06:00:00,833.3231222222221
