date,slot,version,issue_time,quantity,price_forecast,price_source_time,price_source_observed_at,price_method
2025-02-01,54,0,2025-02-01T00:00:00,0.0,1.0080189701897018,2025-01-25T09:10:00,2025-01-25T09:20:00,same-weekday-weighted:4
2025-02-01,54,1,2025-02-01T06:00:00,0.0,1.0080189701897018,2025-01-25T09:10:00,2025-01-25T09:20:00,same-weekday-weighted:4
2025-02-01,55,0,2025-02-01T00:00:00,0.0,0.9808747967479675,2025-01-25T09:20:00,2025-01-25T09:30:00,same-weekday-weighted:4
2025-02-01,55,1,2025-02-01T06:00:00,0.0,0.9808747967479675,2025-01-25T09:20:00,2025-01-25T09:30:00,same-weekday-weighted:4
2025-02-01,56,0,2025-02-01T00:00:00,0.0,0.9230810298102982,2025-01-25T09:30:00,2025-01-25T09:40:00,same-weekday-weighted:4
2025-02-01,56,1,2025-02-01T06:00:00,0.0,0.9230810298102982,2025-01-25T09:30:00,2025-01-25T09:40:00,same-weekday-weighted:4
2025-02-01,57,0,2025-02-01T00:00:00,0.0,0.8973972899728997,2025-01-25T09:40:00,2025-01-25T09:50:00,same-weekday-weighted:4
2025-02-01,57,1,2025-02-01T06:00:00,0.0,0.8973972899728997,2025-01-25T09:40:00,2025-01-25T09:50:00,same-weekday-weighted:4
2025-02-01,58,0,2025-02-01T00:00:00,0.0,0.9870124661246611,2025-01-25T09:50:00,2025-01-25T10:00:00,same-weekday-weighted:4
2025-02-01,58,1,2025-02-01T06:00:00,0.0,0.9870124661246611,2025-01-25T09:50:00,2025-01-25T10:00:00,same-weekday-weighted:4
2025-02-01,59,0,2025-02-01T00:00:00,0.0,1.1170457994579945,2025-01-25T10:00:00,2025-01-25T10:10:00,same-weekday-weighted:4
2025-02-01,59,1,2025-02-01T06:00:00,0.0,1.1170457994579945,2025-01-25T10:00:00,2025-01-25T10:10:00,same-weekday-weighted:4
2025-02-01,60,0,2025-02-01T00:00:00,0.0,1.1145818428184282,2025-01-25T10:10:00,2025-01-25T10:20:00,same-weekday-weighted:4
2025-02-01,60,1,2025-02-01T06:00:00,0.0,1.1145818428184282,2025-01-25T10:10:00,2025-01-25T10:20:00,same-weekday-weighted:4
2025-02-01,61,0,2025-02-01T00:00:00,0.0,1.063291869918699,2025-01-25T10:20:00,2025-01-25T10:30:00,same-weekday-weighted:4
2025-02-01,61,1,2025-02-01T06:00:00,0.0,1.063291869918699,2025-01-25T10:20:00,2025-01-25T10:30:00,same-weekday-weighted:4
2025-02-01,62,0,2025-02-01T00:00:00,0.0,1.068651219512195,2025-01-25T10:30:00,2025-01-25T10:40:00,same-weekday-weighted:4
2025-02-01,62,1,2025-02-01T06:00:00,0.0,1.068651219512195,2025-01-25T10:30:00,2025-01-25T10:40:00,same-weekday-weighted:4
2025-02-01,63,0,2025-02-01T00:00:00,0.0,1.1099468834688346,2025-01-25T10:40:00,2025-01-25T10:50:00,same-weekday-weighted:4
2025-02-01,63,1,2025-02-01T06:00:00,0.0,1.1099468834688346,2025-01-25T10:40:00,2025-01-25T10:50:00,same-weekday-weighted:4
2025-02-01,64,0,2025-02-01T00:00:00,0.0,0.8614929539295393,2025-01-25T10:50:00,2025-01-25T11:00:00,same-weekday-weighted:4
2025-02-01,64,1,2025-02-01T06:00:00,0.0,0.8614929539295393,2025-01-25T10:50:00,2025-01-25T11:00:00,same-weekday-weighted:4
2025-02-01,65,0,2025-02-01T00:00:00,0.0,0.46279132791327915,2025-01-25T11:00:00,2025-01-25T11:10:00,same-weekday-weighted:4
2025-02-01,65,1,2025-02-01T06:00:00,0.0,0.46279132791327915,2025-01-25T11:00:00,2025-01-25T11:10:00,same-weekday-weighted:4
2025-02-01,66,0,2025-02-01T00:00:00,0.0,0.40931382113821135,2025-01-25T11:10:00,2025-01-25T11:20:00,same-weekday-weighted:4
2025-02-01,66,1,2025-02-01T06:00:00,0.0,0.40931382113821135,2025-01-25T11:10:00,2025-01-25T11:20:00,same-weekday-weighted:4
2025-02-01,67,0,2025-02-01T00:00:00,0.0,0.46859186991869917,2025-01-25T11:20:00,2025-01-25T11:30:00,same-weekday-weighted:4
2025-02-01,67,1,2025-02-01T06:00:00,0.0,0.46859186991869917,2025-01-25T11:20:00,2025-01-25T11:30:00,same-weekday-weighted:4
2025-02-01,68,0,2025-02-01T00:00:00,0.0,0.4610666666666667,2025-01-25T11:30:00,2025-01-25T11:40:00,same-weekday-weighted:4
2025-02-01,68,1,2025-02-01T06:00:00,0.0,0.4610666666666667,2025-01-25T11:30:00,2025-01-25T11:40:00,same-weekday-weighted:4
2025-02-01,69,0,2025-02-01T00:00:00,0.0,0.4410639566395663,2025-01-25T11:40:00,2025-01-25T11:50:00,same-weekday-weighted:4
2025-02-01,69,1,2025-02-01T06:00:00,0.0,0.4410639566395663,2025-01-25T11:40:00,2025-01-25T11:50:00,same-weekday-weighted:4
2025-02-01,70,0,2025-02-01T00:00:00,0.0,0.4336108401084011,2025-01-25T11:50:00,2025-01-25T12:00:00,same-weekday-weighted:4
2025-02-01,70,1,2025-02-01T06:00:00,0.0,0.4336108401084011,2025-01-25T11:50:00,2025-01-25T12:00:00,same-weekday-weighted:4
2025-02-01,71,0,2025-02-01T00:00:00,0.0,0.43616802168021684,2025-01-25T12:00:00,2025-01-25T12:10:00,same-weekday-weighted:4
2025-02-01,71,1,2025-02-01T06:00:00,0.0,0.43616802168021684,2025-01-25T12:00:00,2025-01-25T12:10:00,same-weekday-weighted:4
2025-02-01,71,2,2025-02-01T12:00:00,0.0,0.43616802168021684,2025-01-25T12:00:00,2025-01-25T12:10:00,same-weekday-weighted:4
2025-02-01,72,0,2025-02-01T00:00:00,0.0,0.43205799457994576,2025-01-25T12:10:00,2025-01-25T12:20:00,same-weekday-weighted:4
2025-02-01,72,1,2025-02-01T06:00:00,0.0,0.43205799457994576,2025-01-25T12:10:00,2025-01-25T12:20:00,same-weekday-weighted:4
2025-02-01,72,2,2025-02-01T12:00:00,0.0,0.43205799457994576,2025-01-25T12:10:00,2025-01-25T12:20:00,same-weekday-weighted:4
2025-02-01,73,0,2025-02-01T00:00:00,0.0,0.4191284552845529,2025-01-25T12:20:00,2025-01-25T12:30:00,same-weekday-weighted:4
2025-02-01,73,1,2025-02-01T06:00:00,0.0,0.4191284552845529,2025-01-25T12:20:00,2025-01-25T12:30:00,same-weekday-weighted:4
2025-02-01,73,2,2025-02-01T12:00:00,307.5570169410146,0.4191284552845529,2025-01-25T12:20:00,2025-01-25T12:30:00,same-weekday-weighted:4
2025-02-01,74,0,2025-02-01T00:00:00,0.0,0.39527344173441736,2025-01-25T12:30:00,2025-01-25T12:40:00,same-weekday-weighted:4
2025-02-01,74,1,2025-02-01T06:00:00,0.0,0.39527344173441736,2025-01-25T12:30:00,2025-01-25T12:40:00,same-weekday-weighted:4
2025-02-01,74,2,2025-02-01T12:00:00,404.2498416666665,0.39527344173441736,2025-01-25T12:30:00,2025-01-25T12:40:00,same-weekday-weighted:4
2025-02-01,75,0,2025-02-01T00:00:00,128.00226635802704,0.384750135501355,2025-01-25T12:40:00,2025-01-25T12:50:00,same-weekday-weighted:4
2025-02-01,75,1,2025-02-01T06:00:00,0.0,0.384750135501355,2025-01-25T12:40:00,2025-01-25T12:50:00,same-weekday-weighted:4
2025-02-01,75,2,2025-02-01T12:00:00,423.9693777777777,0.384750135501355,2025-01-25T12:40:00,2025-01-25T12:50:00,same-weekday-weighted:4
2025-02-01,76,0,2025-02-01T00:00:00,0.0,0.5207420054200542,2025-01-25T12:50:00,2025-01-25T13:00:00,same-weekday-weighted:4
2025-02-01,76,1,2025-02-01T06:00:00,0.0,0.5207420054200542,2025-01-25T12:50:00,2025-01-25T13:00:00,same-weekday-weighted:4
2025-02-01,76,2,2025-02-01T12:00:00,0.0,0.5207420054200542,2025-01-25T12:50:00,2025-01-25T13:00:00,same-weekday-weighted:4
2025-02-01,77,0,2025-02-01T00:00:00,0.0,0.7290482384823848,2025-01-25T13:00:00,2025-01-25T13:10:00,same-weekday-weighted:4
2025-02-01,77,1,2025-02-01T06:00:00,0.0,0.7290482384823848,2025-01-25T13:00:00,2025-01-25T13:10:00,same-weekday-weighted:4
2025-02-01,77,2,2025-02-01T12:00:00,0.0,0.7290482384823848,2025-01-25T13:00:00,2025-01-25T13:10:00,same-weekday-weighted:4
2025-02-01,78,0,2025-02-01T00:00:00,0.0,0.7808723577235772,2025-01-25T13:10:00,2025-01-25T13:20:00,same-weekday-weighted:4
2025-02-01,78,1,2025-02-01T06:00:00,0.0,0.7808723577235772,2025-01-25T13:10:00,2025-01-25T13:20:00,same-weekday-weighted:4
2025-02-01,78,2,2025-02-01T12:00:00,0.0,0.7808723577235772,2025-01-25T13:10:00,2025-01-25T13:20:00,same-weekday-weighted:4
2025-02-01,79,0,2025-02-01T00:00:00,0.0,0.7634308943089431,2025-01-25T13:20:00,2025-01-25T13:30:00,same-weekday-weighted:4
2025-02-01,79,1,2025-02-01T06:00:00,0.0,0.7634308943089431,2025-01-25T13:20:00,2025-01-25T13:30:00,same-weekday-weighted:4
2025-02-01,79,2,2025-02-01T12:00:00,0.0,0.7634308943089431,2025-01-25T13:20:00,2025-01-25T13:30:00,same-weekday-weighted:4
2025-02-01,80,0,2025-02-01T00:00:00,0.0,0.7597680216802167,2025-01-25T13:30:00,2025-01-25T13:40:00,same-weekday-weighted:4
2025-02-01,80,1,2025-02-01T06:00:00,0.0,0.7597680216802167,2025-01-25T13:30:00,2025-01-25T13:40:00,same-weekday-weighted:4
2025-02-01,80,2,2025-02-01T12:00:00,0.0,0.7597680216802167,2025-01-25T13:30:00,2025-01-25T13:40:00,same-weekday-weighted:4
2025-02-01,81,0,2025-02-01T00:00:00,0.0,0.7786691056910569,2025-01-25T13:40:00,2025-01-25T13:50:00,same-weekday-weighted:4
2025-02-01,81,1,2025-02-01T06:00:00,0.0,0.7786691056910569,2025-01-25T13:40:00,2025-01-25T13:50:00,same-weekday-weighted:4
2025-02-01,81,2,2025-02-01T12:00:00,0.0,0.7786691056910569,2025-01-25T13:40:00,2025-01-25T13:50:00,same-weekday-weighted:4
2025-02-01,82,0,2025-02-01T00:00:00,0.0,0.8711254742547425,2025-01-25T13:50:00,2025-01-25T14:00:00,same-weekday-weighted:4
2025-02-01,82,1,2025-02-01T06:00:00,0.0,0.8711254742547425,2025-01-25T13:50:00,2025-01-25T14:00:00,same-weekday-weighted:4
2025-02-01,82,2,2025-02-01T12:00:00,0.0,0.8711254742547425,2025-01-25T13:50:00,2025-01-25T14:00:00,same-weekday-weighted:4
2025-02-01,83,0,2025-02-01T00:00:00,0.0,1.0074105691056912,2025-01-25T14:00:00,2025-01-25T14:10:00,same-weekday-weighted:4
2025-02-01,83,1,2025-02-01T06:00:00,0.0,1.0074105691056912,2025-01-25T14:00:00,2025-01-25T14:10:00,same-weekday-weighted:4
2025-02-01,83,2,2025-02-01T12:00:00,0.0,1.0074105691056912,2025-01-25T14:00:00,2025-01-25T14:10:00,same-weekday-weighted:4
2025-02-01,84,0,2025-02-01T00:00:00,0.0,1.0862260162601625,2025-01-25T14:10:00,2025-01-25T14:20:00,same-weekday-weighted:4
2025-02-01,84,1,2025-02-01T06:00:00,0.0,1.0862260162601625,2025-01-25T14:10:00,2025-01-25T14:20:00,same-weekday-weighted:4
2025-02-01,84,2,2025-02-01T12:00:00,0.0,1.0862260162601625,2025-01-25T14:10:00,2025-01-25T14:20:00,same-weekday-weighted:4
2025-02-01,85,0,2025-02-01T00:00:00,0.0,1.0934628726287263,2025-01-25T14:20:00,2025-01-25T14:30:00,same-weekday-weighted:4
2025-02-01,85,1,2025-02-01T06:00:00,0.0,1.0934628726287263,2025-01-25T14:20:00,2025-01-25T14:30:00,same-weekday-weighted:4
2025-02-01,85,2,2025-02-01T12:00:00,0.0,1.0934628726287263,2025-01-25T14:20:00,2025-01-25T14:30:00,same-weekday-weighted:4
2025-02-01,86,0,2025-02-01T00:00:00,0.0,1.1143384823848237,2025-01-25T14:30:00,2025-01-25T14:40:00,same-weekday-weighted:4
2025-02-01,86,1,2025-02-01T06:00:00,0.0,1.1143384823848237,2025-01-25T14:30:00,2025-01-25T14:40:00,same-weekday-weighted:4
2025-02-01,86,2,2025-02-01T12:00:00,0.0,1.1143384823848237,2025-01-25T14:30:00,2025-01-25T14:40:00,same-weekday-weighted:4
2025-02-01,87,0,2025-02-01T00:00:00,0.0,1.1980574525745258,2025-01-25T14:40:00,2025-01-25T14:50:00,same-weekday-weighted:4
2025-02-01,87,1,2025-02-01T06:00:00,0.0,1.1980574525745258,2025-01-25T14:40:00,2025-01-25T14:50:00,same-weekday-weighted:4
2025-02-01,87,2,2025-02-01T12:00:00,0.0,1.1980574525745258,2025-01-25T14:40:00,2025-01-25T14:50:00,same-weekday-weighted:4
2025-02-01,88,0,2025-02-01T00:00:00,0.0,0.9713146341463413,2025-01-25T14:50:00,2025-01-25T15:00:00,same-weekday-weighted:4
2025-02-01,88,1,2025-02-01T06:00:00,0.0,0.9713146341463413,2025-01-25T14:50:00,2025-01-25T15:00:00,same-weekday-weighted:4
2025-02-01,88,2,2025-02-01T12:00:00,0.0,0.9713146341463413,2025-01-25T14:50:00,2025-01-25T15:00:00,same-weekday-weighted:4
2025-02-01,89,0,2025-02-01T00:00:00,51.71876666666674,0.5717097560975609,2025-01-25T15:00:00,2025-01-25T15:10:00,same-weekday-weighted:4
2025-02-01,89,1,2025-02-01T06:00:00,0.0,0.5717097560975609,2025-01-25T15:00:00,2025-01-25T15:10:00,same-weekday-weighted:4
2025-02-01,89,2,2025-02-01T12:00:00,0.0,0.5717097560975609,2025-01-25T15:00:00,2025-01-25T15:10:00,same-weekday-weighted:4
2025-02-01,90,0,2025-02-01T00:00:00,163.25448031550138,0.547660433604336,2025-01-25T15:10:00,2025-01-25T15:20:00,same-weekday-weighted:4
2025-02-01,90,1,2025-02-01T06:00:00,59.602033333333225,0.547660433604336,2025-01-25T15:10:00,2025-01-25T15:20:00,same-weekday-weighted:4
2025-02-01,90,2,2025-02-01T12:00:00,80.5683499999999,0.547660433604336,2025-01-25T15:10:00,2025-01-25T15:20:00,same-weekday-weighted:4
2025-02-01,91,0,2025-02-01T00:00:00,207.16737777777774,0.6348571815718157,2025-01-25T15:20:00,2025-01-25T15:30:00,same-weekday-weighted:4
2025-02-01,91,1,2025-02-01T06:00:00,109.87386666666657,0.6348571815718157,2025-01-25T15:20:00,2025-01-25T15:30:00,same-weekday-weighted:4
2025-02-01,91,2,2025-02-01T12:00:00,133.07088333333326,0.6348571815718157,2025-01-25T15:20:00,2025-01-25T15:30:00,same-weekday-weighted:4
2025-02-01,92,0,2025-02-01T00:00:00,218.80628333333328,0.6530555555555555,2025-01-25T15:30:00,2025-01-25T15:40:00,same-weekday-weighted:4
2025-02-01,92,1,2025-02-01T06:00:00,112.37963333333329,0.6530555555555555,2025-01-25T15:30:00,2025-01-25T15:40:00,same-weekday-weighted:4
2025-02-01,92,2,2025-02-01T12:00:00,137.80734999999993,0.6530555555555555,2025-01-25T15:30:00,2025-01-25T15:40:00,same-weekday-weighted:4
2025-02-01,93,0,2025-02-01T00:00:00,260.8672722222222,0.6851159891598917,2025-01-25T15:40:00,2025-01-25T15:50:00,same-weekday-weighted:4
2025-02-01,93,1,2025-02-01T06:00:00,145.30748333333332,0.6851159891598917,2025-01-25T15:40:00,2025-01-25T15:50:00,same-weekday-weighted:4
2025-02-01,93,2,2025-02-01T12:00:00,172.96589999999998,0.6851159891598917,2025-01-25T15:40:00,2025-01-25T15:50:00,same-weekday-weighted:4
2025-02-01,94,0,2025-02-01T00:00:00,318.9908444444445,0.69480027100271,2025-01-25T15:50:00,2025-01-25T16:00:00,same-weekday-weighted:4
2025-02-01,94,1,2025-02-01T06:00:00,194.2979166666667,0.69480027100271,2025-01-25T15:50:00,2025-01-25T16:00:00,same-weekday-weighted:4
2025-02-01,94,2,2025-02-01T12:00:00,224.18703333333343,0.69480027100271,2025-01-25T15:50:00,2025-01-25T16:00:00,same-weekday-weighted:4
2025-02-01,95,0,2025-02-01T00:00:00,367.94713333333334,0.690930623306233,2025-01-25T16:00:00,2025-01-25T16:10:00,same-weekday-weighted:4
2025-02-01,95,1,2025-02-01T06:00:00,234.12106666666665,0.690930623306233,2025-01-25T16:00:00,2025-01-25T16:10:00,same-weekday-weighted:4
2025-02-01,95,2,2025-02-01T12:00:00,266.24088333333333,0.690930623306233,2025-01-25T16:00:00,2025-01-25T16:10:00,same-weekday-weighted:4
2025-02-01,96,0,2025-02-01T00:00:00,379.41678055555553,0.7348089430894309,2025-01-25T16:10:00,2025-01-25T16:20:00,same-weekday-weighted:4
