date,cost_normal,cost_emergency,cost_total,actual_soc_start,actual_soc_end,audit_ok
2025-07-10,61555.783897655805,7674.681782824993,69230.4656804808,1200.0000000000002,1200.0000000000002,True
2025-07-11,24236.55153144233,10597.603081733329,34834.154613175655,1200.0000000000002,2291.464407407402,True
2025-07-12,27417.197369935002,6371.984701374999,33789.18207131,2291.464407407402,9396.349296296297,True
2025-07-13,56914.87652124335,4871.524214950001,61786.40073619335,9396.349296296297,2700.0,True
2025-07-14,55909.149947606194,12110.738840641674,68019.88878824787,2700.0,1950.0000000000002,True
2025-07-15,58705.09283939852,16635.99620225,75341.08904164852,1950.0000000000002,1950.0000000000002,True
2025-07-16,57307.18765219819,11986.864694491665,69294.05234668986,1950.0000000000002,1200.0000000000002,True
2025-07-17,56946.66651815907,13373.758317100002,70320.42483525908,1200.0000000000002,1200.0000000000002,True
2025-07-18,23124.971034978153,7779.268956824992,30904.239991803144,1200.0000000000002,1521.1086296296314,True
2025-07-19,27070.521415386935,3733.633646324994,30804.15506171193,1521.1086296296314,8842.952703703704,True
2025-07-20,49627.51458128066,21573.90012211666,71201.41470339731,8842.952703703704,1200.0000000000002,True
2025-07-21,56906.8496766341,20534.85693364167,77441.70661027577,1200.0000000000002,1950.0000000000002,True
2025-07-22,55663.502775327,21004.360435966664,76667.86321129366,1950.0000000000002,1200.0000000000002,True
2025-07-23,55616.487650910065,25311.98403753333,80928.47168844339,1200.0000000000002,1200.0000000000002,True
2025-07-24,56811.336383905,20929.8155239,77741.151907805,1200.0000000000002,1200.0000000000002,True
2025-07-25,22433.226391429755,5065.9985976,27499.224989029753,1200.0000000000002,1424.2058333333343,True
2025-07-26,26557.493461614875,10065.301424349998,36622.794885964875,1424.2058333333343,8124.363148148149,True
2025-07-27,51830.24582232384,21659.86101555834,73490.10683788218,8124.363148148149,1800.0000000000002,True
2025-07-28,57292.238910643624,26228.14537820831,83520.38428885193,1800.0000000000002,1950.0000000000002,True
2025-07-29,56264.28042511963,22740.10776162501,79004.38818674465,1950.0000000000002,1200.0000000000002,True
2025-07-30,58301.38266142664,14829.990881524998,73131.37354295164,1200.0000000000002,1200.0000000000002,True
2025-07-31,56681.55418878851,22762.13155549999,79443.6857442885,1200.0000000000002,1200.0000000000002,True
2025-08-01,22172.152752672675,3629.914875766663,25802.067628439338,1200.0000000000002,1302.9450370370364,True
2025-08-02,25625.330787713312,3601.463232708332,29226.794020421643,1302.9450370370364,8763.403203703701,True
2025-08-03,50807.24319980254,5428.828406458333,56236.07160626088,8763.403203703701,1200.0000000000002,True
2025-08-04,58261.169330745826,3754.2145879666673,62015.38391871249,1200.0000000000002,1200.0000000000002,True
2025-08-05,56630.90155086622,5226.644526183332,61857.546077049556,1200.0000000000002,1200.0000000000002,True
2025-08-06,56483.04242750344,11168.381731066667,67651.42415857011,1200.0000000000002,1200.0000000000002,True
2025-08-07,56053.44940430562,4618.237109724998,60671.68651403062,1200.0000000000002,1200.0000000000002,True
2025-08-08,21269.913964903335,4937.779725783336,26207.693690686672,1200.0000000000002,1481.2610740740768,True
2025-08-09,24635.32869733549,5597.752618608332,30233.081315943826,1481.2610740740768,8211.581462962962,True
2025-08-10,46240.62881735377,21959.857219900005,68200.48603725378,8211.581462962962,1200.0000000000002,True
2025-08-11,49886.54902566984,14461.981123499989,64348.53014916983,1200.0000000000002,1200.0000000000002,True
2025-08-12,50523.73591794421,23344.86041704167,73868.59633498588,1200.0000000000002,1234.2032385185157,True
2025-08-13,52270.23754198352,14296.90439740832,66567.14193939185,1234.2032385185157,1200.0000000000002,True
2025-08-14,49524.17923916901,23234.616217075,72758.79545624401,1200.0000000000002,1200.0000000000002,True
2025-08-15,21088.873847044502,9312.820525791667,30401.69437283617,1200.0000000000002,1386.3893148148145,True
2025-08-16,24344.61569373951,8538.400578691662,32883.016272431174,1386.3893148148145,7677.418601851858,True
2025-08-17,46751.787948937286,11291.050006575002,58042.83795551229,7677.418601851858,1200.0000000000002,True
2025-08-18,50264.07575439729,19440.60949407499,69704.68524847228,1200.0000000000002,1200.0000000000002,True
2025-08-19,52368.43795821363,8349.088875666619,60717.52683388025,1200.0000000000002,1200.0000000000002,True
2025-08-20,51179.52183678494,30735.872593349995,81915.39443013494,1200.0000000000002,1200.0000000000002,True
2025-08-21,51186.62424099957,17385.626037966664,68572.25027896624,1200.0000000000002,1200.0000000000002,True
2025-08-22,21441.17585640638,17519.295669925003,38960.471526331385,1200.0000000000002,1344.442500000002,True
2025-08-23,24151.685605473165,7077.1478564333365,31228.833461906503,1344.442500000002,8073.486944444443,True
2025-08-24,46102.533797800985,21342.05186906667,67444.58566686766,8073.486944444443,1200.0000000000002,True
2025-08-25,50288.83113554529,34171.37761916667,84460.20875471196,1200.0000000000002,1200.0000000000002,True
2025-08-26,49669.309918986444,19135.367808375006,68804.67772736144,1200.0000000000002,1200.0000000000002,True
2025-08-27,53113.97409573677,10696.558822233334,63810.5329179701,1200.0000000000002,1200.0000000000002,True
2025-08-28,50486.504079629485,36301.60638911667,86788.11046874616,1200.0000000000002,1200.0000000000002,True
2025-08-29,21897.785651573704,7053.458797016668,28951.244448590372,1200.0000000000002,1586.1012777777783,True
2025-08-30,25472.83976685059,9216.64892815,34689.48869500059,1586.1012777777783,9357.92324074074,True
2025-08-31,45243.08260378315,21167.71871894167,66410.80132272482,9357.92324074074,1200.0000000000002,True
2025-09-01,48060.52014331763,839.9217193,48900.441862617634,1200.0000000000002,1514.9180370370373,True
2025-09-02,45130.90065140047,4594.817879924999,49725.718531325474,1514.9180370370373,1453.5042037037056,True
2025-09-03,48083.41060725386,1200.1882754666683,49283.59888272053,1453.5042037037056,2389.8529814814824,True
2025-09-04,47579.889381439214,1783.2861407916666,49363.17552223088,2389.8529814814824,1449.2862222222225,True
2025-09-05,18947.199924703586,323.00869362500026,19270.208618328586,1449.2862222222225,2738.7592222222224,True
2025-09-06,21791.7477656057,1888.3863276,23680.134093205703,2738.7592222222224,10800.0,True
2025-09-07,41408.84835491128,5801.06666643333,47209.91502134461,10800.0,1524.1382407407423,True
2025-09-08,37380.04211429182,31976.88358618334,69356.92570047516,1524.1382407407423,2177.3474629629627,True
2025-09-09,37177.6475299715,13985.862511808324,51163.510041779824,2177.3474629629627,2143.4858618518556,True
2025-09-10,38492.102025627835,34463.601398775,72955.70342440283,2143.4858618518556,1399.1753148148148,True
2025-09-11,37954.505414720785,13193.23903635,51147.74445107079,1399.1753148148148,1398.0094444444444,True
2025-09-12,13305.565580755741,10520.770670633334,23826.336251389075,1398.0094444444444,1670.5703888888881,True
2025-09-13,16434.531300530307,11669.368972390741,28103.900272921048,1670.5703888888881,9855.974018518518,True
2025-09-14,34038.58716853082,25981.579328999393,60020.16649753021,9855.974018518518,2129.040240740741,True
2025-09-15,40551.55154458739,11585.06258264167,52136.61412722906,2129.040240740741,2012.0304572710145,True
2025-09-16,38978.33792843337,23790.780849183324,62769.11877761669,2012.0304572710145,2815.522907407406,True
2025-09-17,41247.4633894112,9362.048449099997,50609.51183851119,2815.522907407406,2109.0198148148165,True
2025-09-18,37426.55436818308,22550.957899615347,59977.51226779843,2109.0198148148165,1271.7960000000012,True
2025-09-19,14025.147862407593,9684.890863549994,23710.038725957587,1271.7960000000012,1518.1991481481484,True
2025-09-20,17009.252209959177,11569.660299783329,28578.912509742506,1518.1991481481484,10273.565796296298,True
2025-09-21,38196.87545571804,8858.008131625,47054.883587343036,10273.565796296298,3574.6957037037037,True
2025-09-22,39603.032840858774,22556.597914766673,62159.63075562545,3574.6957037037037,3566.1501481481523,True
2025-09-23,40639.6707131794,23112.028113791675,63751.69882697108,3566.1501481481523,2845.569870370372,True
2025-09-24,40767.69825200735,12444.112233075004,53211.81048508236,2845.569870370372,2215.888722222224,True
2025-09-25,40287.96540324769,15124.134505555565,55412.099908803255,2215.888722222224,1497.7399629629626,True
2025-09-26,14083.810351888746,5201.945979258332,19285.756331147077,1497.7399629629626,2247.5162592592615,True
2025-09-27,17681.582025622778,13747.527141458333,31429.10916708111,2247.5162592592615,10459.801944444445,True
2025-09-28,37462.076664503664,30071.683522031515,67533.76018653518,10459.801944444445,4207.91175925926,True
2025-09-29,41698.870851173844,17410.311063025005,59109.18191419885,4207.91175925926,3670.405574074076,True
2025-09-30,42846.59598120915,19754.187310243207,62600.78329145236,3670.405574074076,2971.5123888888897,True
2025-10-01,40105.44898168333,2188.6160000083337,42294.06498169166,2971.5123888888897,3035.4352407407423,True
2025-10-02,39293.66784920341,2436.3577314416643,41730.02558064507,3035.4352407407423,2252.785351851851,True
2025-10-03,13202.762411188764,1343.774498991667,14546.53691018043,2252.785351851851,3396.5660555555564,True
2025-10-04,17188.975362751666,1961.8640296500002,19150.839392401667,3396.5660555555564,10800.0,True
2025-10-05,39553.734177254555,1492.850820775,41046.58499802955,10800.0,6644.044296296297,True
2025-10-06,40777.9517380556,2037.3731793750007,42815.3249174306,6644.044296296297,2804.194425925926,True
2025-10-07,44139.56293634001,1569.2053986916665,45708.76833503167,2804.194425925926,3589.4611111111108,True
2025-10-08,35751.83511395599,23149.141982316676,58900.97709627266,3589.4611111111108,4833.823074074075,True
2025-10-09,33460.885120342755,18350.284218618483,51811.169338961234,4833.823074074075,1232.6889629629632,True
2025-10-10,12469.718171326685,8046.253566014815,20515.9717373415,1232.6889629629632,4377.18698148148,True
2025-10-11,14441.06584146,4825.230034883334,19266.295876343334,4377.18698148148,10314.60288888889,True
2025-10-12,34601.26628968203,19644.36729602819,54245.633585710224,10314.60288888889,7080.953518518519,True
2025-10-13,37026.992909404384,7645.182048430552,44672.17495783493,7080.953518518519,4160.795777777778,True
2025-10-14,38689.42635910844,16494.289089808335,55183.71544891677,4160.795777777778,4256.321166666667,True
2025-10-15,37935.06015180852,25980.617757921922,63915.67790973044,4256.321166666667,5057.042203703703,True
2025-10-16,36070.4101876086,34237.39144812036,70307.80163572896,5057.042203703703,1333.0214074074079,True
2025-10-17,13305.18282052685,12757.469150863879,26062.65197139073,1333.0214074074079,3617.2542037037024,True
2025-10-18,15015.875552940493,10633.378378235806,25649.2539311763,3617.2542037037024,10652.627629629627,True
2025-10-19,37274.890089860906,29013.1762367571,66288.066326618,10652.627629629627,6407.104277777778,True
2025-10-20,38629.580716937264,34598.05181354783,73227.63253048509,6407.104277777778,6600.551833333336,True
2025-10-21,41276.638925126215,26510.99739225895,67787.63631738516,6600.551833333336,6530.813907407408,True
2025-10-22,41472.14974003832,24410.45781901666,65882.60755905499,6530.813907407408,6544.864037037038,True
2025-10-23,40108.829320347075,10501.42650793961,50610.25582828668,6544.864037037038,1379.2728703703715,True
2025-10-24,13227.326747747138,9532.522187098866,22759.848934846006,1379.2728703703715,2896.8889259259263,True
2025-10-25,15376.958146095967,7840.528049291668,23217.486195387635,2896.8889259259263,10269.631018518521,True
2025-10-26,42029.68156064827,11211.496941700836,53241.17850234911,10269.631018518521,7291.619148148149,True
2025-10-27,43481.7491124557,12338.351543931474,55820.10065638717,7291.619148148149,7340.123388888889,True
2025-10-28,45202.06265586917,11351.078544808326,56553.1412006775,7340.123388888889,7864.875129629629,True
2025-10-29,45245.14654370132,19914.120585648147,65159.267129349464,7864.875129629629,8085.133277777781,True
2025-10-30,40706.192575445486,14232.917608216665,54939.11018366215,8085.133277777781,1398.1192962962975,True
2025-10-31,14865.786807611275,10633.321403389808,25499.108211001083,1398.1192962962975,4875.603611111113,True
2025-11-01,15005.847992475678,9457.624233280554,24463.47222575623,4875.603611111113,10595.345092592595,True
2025-11-02,42744.559040173604,22883.112213246597,65627.67125342021,10595.345092592595,7225.674518518521,True
2025-11-03,44352.77319137364,26099.967803258318,70452.74099463195,7225.674518518521,7356.735037037039,True
2025-11-04,45000.07184049183,14447.215117708332,59447.28695820016,7356.735037037039,6475.117037037036,True
2025-11-05,49248.145524652915,9425.144451033331,58673.289975686246,6475.117037037036,7962.420203703705,True
2025-11-06,42390.30522935426,33214.80984916646,75605.11507852071,7962.420203703705,1307.5081481481493,True
2025-11-07,15131.448865614135,6526.369895416667,21657.8187610308,1307.5081481481493,5347.579907407404,True
2025-11-08,15460.1519675694,4849.866684641668,20310.018652211067,5347.579907407404,10339.932666666664,True
