date,actual_soc_start,actual_soc_end,initial_contract_cost_actual,adjustment_cashflow_actual,emergency_cost_actual,total_cost_actual,audit_ok
2025-02-18,7865.900370370376,6566.321,48422.251812347204,2251.814991957064,7992.150673230555,58666.217477534825,True
2025-02-19,6566.321,7201.150259259261,49734.65257720935,1172.2098577414959,10414.284028273614,61321.14646322446,True
2025-02-20,7201.150259259261,2151.3063148148167,49420.057736043935,-216.33317025729914,9445.665784001383,58649.390349788024,True
2025-02-21,2151.3063148148167,5273.047425925928,15123.664561750309,138.906012872916,4741.422814438888,20003.993389062114,True
2025-02-22,5273.047425925928,10800.0,16606.56439500176,207.85202636388973,5678.585973940279,22493.002395305928,True
2025-02-23,10800.0,7329.479851851853,49383.41168273612,-448.4146044693861,9382.539897606945,58317.53697587368,True
2025-02-24,7329.479851851853,6658.836555555557,48397.94058169851,648.5256869713215,7298.856113700002,56345.32238236983,True
2025-02-25,6658.836555555557,7330.634425925928,49987.20894708432,-1711.5729729006864,8738.781163068059,57014.417137251694,True
2025-02-26,7330.634425925928,6629.219314814814,45005.595906894785,2947.8257380072455,7757.860738420836,55711.28238332287,True
2025-02-27,6629.219314814814,1993.3037037037043,42971.80902277153,977.8940797390588,7725.080163124993,51674.78326563558,True
2025-02-28,1993.3037037037043,5109.998345679014,14380.262429964549,275.3803935693061,5636.060017558331,20291.702841092185,True
2025-03-01,5109.998345679014,10800.0,16692.03922814573,-5.9847539620671295,3408.253138018056,20094.30761220172,True
2025-03-02,10800.0,7118.929722222223,51382.85001962374,1119.08990327606,4421.465046930547,56923.40496983034,True
2025-03-03,7118.929722222223,5677.664388888891,53799.53176960765,-374.04033708682334,6468.40733682362,59893.89876934445,True
2025-03-04,5677.664388888891,7187.9800925925965,48398.24642526933,2133.1684477484555,6446.123092930552,56977.53796594834,True
2025-03-05,7187.9800925925965,7264.978203703706,49302.59886799961,-1620.314365512587,6899.671204195838,54581.95570668286,True
2025-03-06,7264.978203703706,2099.2335555555564,43399.57833509497,1023.0690048290301,4870.745763197227,49293.39310312123,True
2025-03-07,2099.2335555555564,5200.28625925926,14685.803907695627,-109.04468991269871,4345.310318536113,18922.069536319043,True
2025-03-08,5200.28625925926,10425.132277777779,14141.227724571174,340.5641396151671,3989.3510011902795,18471.14286537662,True
2025-03-09,10425.132277777779,7258.861648148149,44337.62636383005,-313.98545499863786,7709.261528962499,51732.902437793906,True
2025-03-10,7258.861648148149,6430.545888888888,44860.14271694172,2207.3700020411998,9220.687447443053,56288.20016642597,True
2025-03-11,6430.545888888888,6589.023407407407,38897.45082417631,6929.21639736618,9213.391109609705,55040.0583311522,True
2025-03-12,6589.023407407407,6390.44601851852,44720.185770979704,65.36783239502424,7458.292086747224,52243.84569012195,True
2025-03-13,6390.44601851852,1991.7803148148137,43476.52623616813,815.8594433069162,8563.852090245835,52856.23776972088,True
2025-03-14,1991.7803148148137,5801.878000000001,12807.851709152397,438.84037260778126,5191.453766653699,18438.14584841388,True
2025-03-15,5801.878000000001,10281.47114814815,13487.119236835879,514.667591166252,4199.643242904168,18201.4300709063,True
2025-03-16,10281.47114814815,8191.638629629631,41785.584910485304,930.94921334711,6812.428835958329,49528.96295979074,True
2025-03-17,8191.638629629631,7421.176592592593,37974.00712415659,1083.9147318218545,10547.651072295845,49605.57292827428,True
2025-03-18,7421.176592592593,6549.59492592593,44633.072349206974,-2170.132812215482,6429.212146541665,48892.15168353316,True
2025-03-19,6549.59492592593,7447.88964814815,36877.563301676,4638.29441694815,7721.3208822819415,49237.17860090609,True
2025-03-20,7447.88964814815,1804.9850555555554,39945.49710833328,878.921535282159,13060.944237122223,53885.36288073766,True
2025-03-21,1804.9850555555554,5403.367870370371,12537.126549651513,323.0595715693397,4775.797693662502,17635.983814883355,True
2025-03-22,5403.367870370371,10540.617722222229,14068.296798273244,-98.3569756704867,2568.5708216208336,16538.510644223592,True
2025-03-23,10540.617722222229,6533.0155185185195,40535.276553194984,-1651.9436504368189,5978.208717716663,44861.541620474825,True
2025-03-24,6533.0155185185195,5929.988222222222,39320.247266377606,37.43238992628189,6654.613972734723,46012.29362903861,True
2025-03-25,5929.988222222222,6515.957475308642,44528.47032874705,-1319.6069583585117,10412.282527522231,53621.14589791077,True
2025-03-26,6515.957475308642,7076.294370370371,37864.64042557759,-307.9869542906615,6170.011910966668,43726.6653822536,True
2025-03-27,7076.294370370371,2116.257574074077,37778.579560409584,-949.5902135145125,11472.89388811249,48301.88323500756,True
2025-03-28,2116.257574074077,5986.434997868313,12779.451384677399,22.189965915275327,2868.85341468888,15670.494765281554,True
2025-03-29,5986.434997868313,10299.494780864201,12184.931484219325,456.5811237002879,3565.4101090138865,16206.922716933499,True
2025-03-30,10299.494780864201,7989.887472222225,37245.77155625093,-2119.689518482761,12267.348701980554,47393.43073974873,True
2025-03-31,7989.887472222225,5805.060895061728,33180.36496444009,5737.172738327418,8199.658088005548,47117.195790773054,True
2025-04-01,5805.060895061728,5774.195777777781,42895.65008277662,-574.1472804760557,5665.683314777781,47987.186117078345,True
2025-04-02,5774.195777777781,7268.138981481483,40234.277076891376,762.431618287026,6253.753334079165,47250.462029257564,True
2025-04-03,7268.138981481483,2021.9239629629633,38464.14237877639,-1413.914300214041,4729.140616368054,41779.3686949304,True
2025-04-04,2021.9239629629633,5084.477481481483,11396.535099411454,267.7241407602759,3858.187726181947,15522.446966353677,True
2025-04-05,5084.477481481483,10312.644296296297,12419.480607616388,177.6328485434191,9134.60288506389,21731.7163412237,True
2025-04-06,10312.644296296297,7173.9590061728395,35883.21981209733,764.1186869385951,5110.5231774472195,41757.861676483146,True
2025-04-07,7173.9590061728395,5808.859481481482,31801.54392292648,2654.9942424548235,8089.4452242124935,42545.98338959379,True
2025-04-08,5808.859481481482,5711.303,38190.64184400426,-1034.9226692817454,7614.124820945833,44769.84399566835,True
2025-04-09,5711.303,7367.71625925926,38412.87607842273,1194.9509942057118,6543.033154023613,46150.860226652054,True
2025-04-10,7367.71625925926,2089.8588148148137,34241.5030112228,-89.1287789084928,8291.681833681936,42444.056065996236,True
2025-04-11,2089.8588148148137,4436.049926760289,10647.480507552547,478.90712648111,6853.007995788889,17979.395629822546,True
2025-04-12,4436.049926760289,10338.135185185183,12701.654737432858,-83.54108564278035,2942.5359842569446,15560.649636047023,True
2025-04-13,10338.135185185183,6629.836327160493,32584.372730764062,909.1298829736808,9208.337979526383,42701.840593264125,True
2025-04-14,6629.836327160493,5735.730629629632,35866.249312873086,-1522.731506266447,14010.949068668056,48354.466875274695,True
2025-04-15,5735.730629629632,6547.107456790126,31622.887126023685,2750.9409503448646,7137.946985511117,41511.77506187966,True
2025-04-16,6547.107456790126,6450.781537037037,35027.62918311662,1882.8186601684738,8609.249787372219,45519.69763065731,True
2025-04-17,6450.781537037037,2005.7631666666673,30056.588414959868,3063.923347853897,8033.337654966655,41153.849417780424,True
2025-04-18,2005.7631666666673,3074.8880028246435,10261.403424092581,188.22292807833844,5997.791321081936,16447.417673252854,True
2025-04-19,3074.8880028246435,10371.689185185185,12001.306230588198,580.5248290899642,4246.535793820831,16828.366853498992,True
2025-04-20,10371.689185185185,6468.232129629629,30498.743222696252,1424.7821821388015,7918.572175498609,39842.09758033366,True
2025-04-21,6468.232129629629,5841.186716049382,33575.5074195504,-654.2126487642823,9403.321247566666,42324.61601835278,True
2025-04-22,5841.186716049382,7439.868611111113,31784.310728272278,3336.8428709345585,9924.09402104584,45045.247620252674,True
2025-04-23,7439.868611111113,5929.898200617285,29438.500997077244,4056.75849854008,7201.40721018334,40696.666705800664,True
2025-04-24,5929.898200617285,2145.8346111111086,29077.524869211193,2189.3632654483317,6435.65287190139,37702.54100656091,True
2025-04-25,2145.8346111111086,3521.816111111113,9759.078900534289,-95.52226068472478,4481.592399501389,14145.149039350952,True
2025-04-26,3521.816111111113,10250.61914814815,11856.2294906875,230.22601948208245,5085.130882680555,17171.58639285014,True
2025-04-27,10250.61914814815,5269.779166666667,27425.285193081017,3295.597952470327,8620.834800744442,39341.71794629579,True
2025-04-28,5269.779166666667,6523.582222222223,37091.8318355225,2206.4680375284934,4640.683234565286,43938.98310761628,True
2025-04-29,6523.582222222223,7850.647537037037,30590.764776665143,1817.9624978681195,5160.572709855556,37569.29998438882,True
2025-04-30,7850.647537037037,7220.054962962964,28909.03709528778,856.6950155703156,12200.574641990268,41966.306752848366,True
2025-05-01,7220.054962962964,1950.0000000000005,28921.5954534877,2845.5073660369603,19435.915528495836,51203.018348020494,True
2025-05-02,1950.0000000000005,2952.394148148148,10861.695830106442,-76.69770463888939,13151.12795323889,23936.126078706446,True
2025-05-03,2952.394148148148,10199.999934750642,12529.999660937681,153.86855449283706,13178.766590926385,25862.634806356902,True
2025-05-04,10199.999934750642,7050.0,31467.507749230135,-604.7040070321965,27245.03330797779,58107.83705017573,True
2025-05-05,7050.0,4950.0,33220.81605604639,-311.71411238888055,21798.131070238887,54707.233013896395,True
2025-05-06,4950.0,7200.0,31349.857100698217,3333.347619812904,23126.483042174998,57809.687762686124,True
2025-05-07,7200.0,6488.49664814815,31859.879268582274,2993.8548924681927,20330.748317445832,55184.4824784963,True
2025-05-08,6488.49664814815,2081.2016666666686,34452.74469402557,1299.1726821620096,9457.24968273472,45209.1670589223,True
2025-05-09,2081.2016666666686,2820.1151504927175,11211.342006793904,675.7703791052829,5616.581473473606,17503.693859372794,True
2025-05-10,2820.1151504927175,9761.608388888888,13916.861408254139,662.8127589527775,5757.112209547225,20336.786376754142,True
2025-05-11,9761.608388888888,5777.61838888889,33330.44723364803,1515.1952247791323,10816.254635083329,45661.897093510495,True
2025-05-12,5777.61838888889,6620.997604938272,31912.88461249775,6505.614411440061,6860.548894355557,45279.04791829336,True
2025-05-13,6620.997604938272,6558.276814814815,36120.034882528955,416.0203170729388,10447.536550335017,46983.59174993691,True
2025-05-14,6558.276814814815,8087.611518518519,36303.96531561971,1593.4045772308841,7040.830078098606,44938.199970949194,True
2025-05-15,8087.611518518519,2197.9141111111117,32664.15144057849,2743.954012831569,8463.05885854583,43871.164311955894,True
2025-05-16,2197.9141111111117,3110.132947101912,10974.927394586286,-122.27544716694423,6634.6891793375025,17487.341126756844,True
2025-05-17,3110.132947101912,10281.72936111111,13760.308209299284,55.56704238889126,7147.847956537498,20963.723208225674,True
2025-05-18,10281.72936111111,4500.262530925931,34174.36735644632,-363.6526827656506,5303.051360937499,39113.766034618166,True
2025-05-19,4500.262530925931,5084.825212962965,33274.28817579757,831.701787010841,6097.2608643069425,40203.25082711535,True
2025-05-20,5084.825212962965,4354.675370370371,32310.967364629178,4156.707036384702,9069.873303806946,45537.54770482083,True
2025-05-21,4354.675370370371,6375.749927222227,32702.832565556924,5757.930583342309,6121.510833166666,44582.2739820659,True
2025-05-22,6375.749927222227,1298.8997932098787,30139.52134056384,912.7611109490296,10733.743192902777,41786.02564441564,True
2025-05-23,1298.8997932098787,2296.6912222222227,10605.91184272244,731.4787192516641,4346.616312531945,15684.006874506049,True
2025-05-24,2296.6912222222227,10456.763740740742,14086.397469524443,-75.04489354291667,3659.564220808332,17670.91679678986,True
2025-05-25,10456.763740740742,3544.057,29866.49585677582,923.0663945332453,8265.565457333336,39055.1277086424,True
2025-05-26,3544.057,4256.298314814817,32213.364945699766,6722.954264957306,7169.417717479167,46105.73692813624,True
2025-05-27,4256.298314814817,4286.1194629629645,31189.866748239714,4869.995569112627,7839.910894519439,43899.773211871776,True
2025-05-28,4286.1194629629645,3560.2044629629636,34073.494912223636,1336.5408341314087,4353.457583662502,39763.49333001755,True
2025-05-29,3560.2044629629636,1292.7225555555551,32577.958179112222,4347.337330959239,10025.436166504169,46950.731676575626,True
2025-05-30,1292.7225555555551,2060.548003086418,10963.253566699725,471.2400027269433,4256.2830936694445,15690.776663096112,True
2025-05-31,2060.548003086418,10368.601425925928,14186.642514353598,-302.9662160348588,4542.444437425005,18426.120735743745,True
2025-06-01,10368.601425925928,4050.0000000000023,44769.95801975372,-1205.8440863105757,38867.69261828611,82431.80655172926,True
2025-06-02,4050.0000000000023,2700.000000000002,46956.22908806829,-2789.2361754436565,42333.395233956944,86500.38814658158,True
2025-06-03,2700.000000000002,3450.0,43476.199113314535,3039.189232866703,35188.000644708336,81703.38899088957,True
2025-06-04,3450.0,3300.0,50795.864251294784,-238.1293919508876,34818.71278176667,85376.44764111057,True
2025-06-05,3300.0,1200.0000000000018,42195.78759657509,2996.3613964494234,35486.995403930545,80679.14439695506,True
2025-06-06,1200.0000000000018,1950.000000000001,13626.388233886142,293.43158691902903,34887.06710374166,48806.88692454683,True
2025-06-07,1950.000000000001,10200.0,17469.726079611617,1127.2375326168733,29140.03777493333,47737.00138716182,True
2025-06-08,10200.0,2703.6064444444446,43421.13005297654,1767.8607694985635,7977.358554490269,53166.34937696537,True
2025-06-09,2703.6064444444446,2700.0,55047.81973724832,-1453.7140654346229,9870.183546586108,63464.289218399805,True
2025-06-10,2700.0,3300.0000000000005,50568.015689589316,2818.3303284664667,9219.029538269444,62605.37555632523,True
2025-06-11,3300.0000000000005,2550.0000000000005,54758.521479350966,3350.1187731253967,7065.98760437639,65174.62785685275,True
2025-06-12,2550.0000000000005,1200.0000000000002,52537.609455424834,480.9635242031972,8675.51783492223,61694.09081455026,True
2025-06-13,1200.0000000000002,2092.158648148146,17406.843185802343,1442.991700861805,4781.014616687502,23630.84950335165,True
2025-06-14,2092.158648148146,10369.531682098763,21496.908868450868,-153.30302707416956,6867.230695938885,28210.836537315583,True
2025-06-15,10369.531682098763,1962.4538055555568,44457.15547253898,4647.415916201554,6647.2035505236145,55751.77493926415,True
2025-06-16,1962.4538055555568,1950.0000000000002,51556.252387095934,2455.6204704469997,9821.03526788472,63832.90812542765,True
2025-06-17,1950.0000000000002,3450.0,53040.338322058786,4242.2921733457115,11501.162511927776,68783.79300733228,True
2025-06-18,3450.0,1950.0000000000002,52096.43860808115,3713.6532005488816,5382.922447583333,61193.01425621337,True
2025-06-19,1950.0000000000002,1200.0000000000002,47975.073117953136,3445.715334172275,11072.869938799997,62493.658390925404,True
2025-06-20,1200.0000000000002,1537.4142962962978,16867.859339134306,-152.1931765699005,4047.1182168361124,20762.784379400517,True
2025-06-21,1537.4142962962978,9742.26124074074,20055.308698941033,296.0749679066559,2577.1878018124985,22928.57146866019,True
2025-06-22,9742.26124074074,1950.0000000000011,42541.17675647778,3951.678606723727,10333.274885158338,56826.13024835984,True
2025-06-23,1950.0000000000011,1824.051703703703,47822.08135366525,1807.1161316587068,7983.763386744442,57612.960872068405,True
2025-06-24,1824.051703703703,2715.8132530864204,58426.91305776143,-289.570702818968,9219.264320704167,67356.60667564663,True
2025-06-25,2715.8132530864204,1955.0489753086424,48048.73353040165,3744.862839862062,7742.439560544443,59536.03593080816,True
2025-06-26,1955.0489753086424,1200.0000000000011,46177.3413471105,3334.4073829254007,6225.84731380139,55737.596043837286,True
2025-06-27,1200.0000000000011,1266.1079753086406,16224.337917640287,-423.4559131683356,5721.784762127772,21522.666766599723,True
2025-06-28,1266.1079753086406,9693.433907407409,19378.685350821295,222.1808371244048,4667.489894709721,24268.35608265542,True
2025-06-29,9693.433907407409,1965.6266481481482,41283.6089885653,5425.500495366139,12740.68223284862,59449.79171678006,True
2025-06-30,1965.6266481481482,1222.5630000000003,49014.04201498102,1391.5547904324987,10423.874790895834,60829.471596309355,True
2025-07-01,1222.5630000000003,1200.0000000000002,46915.75284188797,3707.8256529081664,63811.70054577915,114435.27904057529,True
2025-07-02,1200.0000000000002,1950.0000000000002,45419.13685535259,267.5780189994018,70177.06304545137,115863.77791980337,True
2025-07-03,1950.0000000000002,1200.0000000000002,50403.01633488422,2144.2490261875896,60653.686942575005,113200.9523036468,True
2025-07-04,1200.0000000000002,1200.0,16330.546068276783,399.3903002999594,49453.110811261125,66183.04717983787,True
2025-07-05,1200.0,8700.0,20186.25633053861,101.57877685833192,50603.14647431668,70890.98158171363,True
2025-07-06,8700.0,1950.0,43176.41360671004,8454.923378795309,60093.08943376388,111724.42641926924,True
2025-07-07,1950.0,3450.0,47103.45856127161,1951.2739576661781,62296.66315605555,111351.39567499334,True
2025-07-08,3450.0,1950.0,59782.66776371669,1241.2758845322173,10577.244923697215,71601.18857194611,True
2025-07-09,1950.0,1200.0000000000002,59925.41311703673,-142.05695242400054,9815.288312401388,69598.64447701412,True
2025-07-10,1200.0000000000002,1200.0000000000002,56902.66499519751,1982.2875961572174,12560.83303138888,71445.78562274361,True
2025-07-11,1200.0000000000002,2291.468499999999,25340.262209399098,-439.8312439754165,5404.902528420833,30305.333493844515,True
2025-07-12,2291.468499999999,9396.410870370371,27096.443826930878,1422.7824295066398,4061.3112820319448,32580.53753846946,True
2025-07-13,9396.410870370371,2700.0,55934.12998507232,-2751.5198047072913,9389.156274074998,62571.76645444003,True
2025-07-14,2700.0,1950.0000000000002,55475.101311172526,1302.9814527809222,10859.710177522225,67637.79294147567,True
2025-07-15,1950.0000000000002,1950.0000000000002,58494.28505477723,-958.6309146825446,14731.270698463893,72266.92483855858,True
2025-07-16,1950.0000000000002,1200.0000000000002,57101.62749129732,1067.1672648778583,13122.129503051383,71290.92425922655,True
2025-07-17,1200.0000000000002,1200.0000000000002,55097.22307154645,3732.895893687345,11904.121155533343,70734.24012076714,True
2025-07-18,1200.0000000000002,1506.6858703703717,23869.77603769707,-582.5452111911727,9368.852163662494,32656.08299016839,True
2025-07-19,1506.6858703703717,8843.525055555554,27886.47729012621,-3.870588139216008,4760.7321781388855,32643.33888012588,True
2025-07-20,8843.525055555554,1200.0,53088.05007337745,676.972465881255,7555.887626311107,61320.91016556982,True
2025-07-21,1200.0,1950.0000000000002,61123.5964755681,2537.1296348713704,5965.892419300008,69626.61852973948,True
2025-07-22,1950.0000000000002,1200.0000000000002,55627.801737132875,8076.133361010504,9551.331041472218,73255.2661396156,True
2025-07-23,1200.0000000000002,1200.0,63700.06202257559,-2820.158850977277,16871.023779718056,77750.92695131637,True
2025-07-24,1200.0,1200.0000000000002,63340.80979688986,-2594.2763243418726,8304.161407641668,69050.69488018965,True
2025-07-25,1200.0000000000002,1424.5541666666677,22301.40351477824,171.40266343361176,5307.531651755557,27780.337829967408,True
2025-07-26,1424.5541666666677,8124.385388888891,26136.179764859877,590.933850027778,4549.822119562503,31276.935734450155,True
2025-07-27,8124.385388888891,1800.0000000000002,52380.73279037286,2671.705175291295,11139.17006923473,66191.60803489888,True
2025-07-28,1800.0000000000002,1950.0000000000002,58487.76245826795,2409.0324838881916,12823.242584895832,73720.03752705197,True
2025-07-29,1950.0000000000002,1200.0000000000002,56317.10221222791,6395.935841033142,6558.099262187506,69271.13731544856,True
2025-07-30,1200.0000000000002,1200.0000000000002,53191.63493174333,10582.126146476132,5656.536556548608,69430.29763476807,True
2025-07-31,1200.0000000000002,1200.0000000000002,54053.48312267929,5395.903080226273,11553.828930008334,71003.2151329139,True
2025-08-01,1200.0000000000002,1303.0297222222202,22181.106954624443,-328.41117010986,6813.850441027772,28666.546225542355,True
2025-08-02,1303.0297222222202,8763.406907407407,25902.650292302224,-4.062772334444523,8336.468032222212,34235.055552189995,True
2025-08-03,8763.406907407407,1200.0000000000002,43592.99583298417,1536.8450610976859,15595.036664927778,60724.877559009634,True
2025-08-04,1200.0000000000002,1200.0000000000002,51513.0965698283,1084.2251619211822,14626.167512680566,67223.48924443005,True
2025-08-05,1200.0000000000002,1200.0,50220.83628941263,2549.147117112842,9448.39345976389,62218.37686628937,True
2025-08-06,1200.0,1200.0000000000002,56909.080491605375,-311.5332767347004,9453.463321318051,66051.01053618873,True
2025-08-07,1200.0000000000002,1200.0000000000002,54079.30957636103,-93.57749272178073,8861.62516437917,62847.35724801842,True
2025-08-08,1200.0000000000002,1466.5960185185218,21492.846165803672,138.8068674588895,3414.389940250003,25046.042973512565,True
2025-08-09,1466.5960185185218,8211.634092592589,24725.756817994876,175.77300175499855,4602.2671560236095,29503.796975773483,True
2025-08-10,8211.634092592589,1200.0000000000002,49475.75748060796,-836.0547986294978,10100.649674354167,58740.35235633262,True
2025-08-11,1200.0000000000002,1200.0000000000002,49631.954822850676,2611.815065830063,6332.987771020833,58576.75765970157,True
2025-08-12,1200.0000000000002,1234.203238518516,53478.086272854394,1189.86074374322,10551.484881922217,65219.43189851983,True
2025-08-13,1234.203238518516,1200.0,48643.15587982369,3100.4043867617124,12209.149088090271,63952.70935467567,True
2025-08-14,1200.0,1200.0000000000002,50805.93688262053,3375.4358918748967,8566.419306627771,62747.7920811232,True
2025-08-15,1200.0000000000002,1360.0708487654338,21840.920054337406,-344.9821511497221,6722.8530373388885,28218.790940526575,True
2025-08-16,1360.0708487654338,7687.90729938272,25806.003630273583,-687.98107342128,7597.877185731941,32715.899742584243,True
2025-08-17,7687.90729938272,1200.0000000000002,48017.81192173893,336.72522869198804,8563.75391783889,56918.29106826981,True
2025-08-18,1200.0000000000002,1200.0000000000002,51451.05947113649,217.5711834456015,10941.037945455548,62609.668600037636,True
2025-08-19,1200.0000000000002,1200.0000000000002,50833.4332929263,1239.2653737800445,9544.813913066662,61617.512579773,True
2025-08-20,1200.0000000000002,1200.0000000000002,55710.04416189894,832.0973089189587,10908.059189722228,67450.20066054013,True
2025-08-21,1200.0000000000002,1200.0000000000002,52795.71997225109,622.0663995416313,9755.702535715276,63173.488907508,True
2025-08-22,1200.0000000000002,1344.44335185185,21811.07081794749,-246.50214091754415,9725.015091579173,31289.583768609118,True
2025-08-23,1344.44335185185,8053.6605308641965,23846.758869293266,1060.7893379043976,5163.784077318058,30071.33228451572,True
2025-08-24,8053.6605308641965,1200.0000000000002,47450.44921880791,3423.592992753694,9266.596101126379,60140.63831268798,True
2025-08-25,1200.0000000000002,1200.0000000000002,64968.48162578389,-5001.228599501609,10138.215506580553,70105.46853286284,True
2025-08-26,1200.0000000000002,1200.0000000000002,51496.86170547444,1223.0946044230793,7476.095052795834,60196.05136269335,True
2025-08-27,1200.0000000000002,1200.0000000000002,51401.895386696386,5964.783118286233,5314.798252690274,62681.47675767289,True
2025-08-28,1200.0000000000002,1200.0000000000002,50224.96397935404,7149.562956608129,14102.598832893056,71477.12576885523,True
2025-08-29,1200.0000000000002,1574.4836481481475,23210.042386766512,336.37324528416667,4019.7829453402774,27566.198577390955,True
2025-08-30,1574.4836481481475,9344.584416666668,26229.003874159782,-54.50391375746518,5168.763138029168,31343.263098431486,True
2025-08-31,9344.584416666668,1200.0000000000002,46133.7895567602,2624.671132077132,9670.638762340275,58429.099451177615,True
2025-09-01,1200.0000000000002,1514.9180370370373,49635.675804299186,-43.752202575196016,0.0,49591.92360172399,True
2025-09-02,1514.9180370370373,1453.5042037037056,44281.29816528561,4120.117750142067,897.0194486208351,49298.43536404851,True
2025-09-03,1453.5042037037056,2389.8529814814824,48504.57498371248,507.67061997565025,1057.3909162763898,50069.63651996452,True
2025-09-04,2389.8529814814824,1449.2862222222225,47337.0942363434,-258.46522390708475,2433.2890742138893,49511.91808665021,True
2025-09-05,1449.2862222222225,2738.7592222222224,19095.89386374655,-192.54119057750074,182.71074053888995,19086.06341370794,True
2025-09-06,2738.7592222222224,10800.0,22177.700140131874,-22.385727111527046,504.1865959749998,22659.501008995347,True
2025-09-07,10800.0,1524.1382407407423,40426.15768084178,4502.6950104851385,1329.6307705555546,46258.48346188247,True
2025-09-08,1524.1382407407423,2177.3474629629627,41143.165853480226,1763.2471551930655,7810.3204588138915,50716.73346748718,True
2025-09-09,2177.3474629629627,2143.4858618518556,36748.738412737664,3156.539807000836,8577.653749850004,48482.931969588506,True
2025-09-10,2143.4858618518556,1399.2026481481491,41607.871033400974,2115.671354873128,9192.298432298616,52915.84082057272,True
2025-09-11,1399.2026481481491,1398.0494444444435,41374.429909702645,-1413.740510286441,8434.322286250002,48395.011685666206,True
2025-09-12,1398.0494444444435,1659.5902345679012,13871.133506344404,440.43368965958507,4821.032822268056,19132.600018272045,True
2025-09-13,1659.5902345679012,9814.225333333336,16921.7730162494,269.3353110369427,4663.502552737503,21854.610880023847,True
2025-09-14,9814.225333333336,2129.0435555555555,40894.90206428234,-845.2247355897849,7924.271092094448,47973.948420787,True
2025-09-15,2129.0435555555555,2012.0304572690072,38571.87598345566,989.3847597325882,9030.067004897224,48591.327748085474,True
2025-09-16,2012.0304572690072,2815.5231111111107,45222.942622720235,-1439.5415370103974,6745.622928338881,50529.02401404872,True
2025-09-17,2815.5231111111107,2109.0220000000018,42439.52780405559,-460.01309777463376,8256.197804706952,50235.71251098791,True
2025-09-18,2109.0220000000018,1271.7960000000012,37935.98943941904,5332.183645000055,5680.302429312499,48948.475513731595,True
2025-09-19,1271.7960000000012,1542.2643796296245,14499.377873663765,252.12515235305216,4854.842523408333,19606.34554942515,True
2025-09-20,1542.2643796296245,10272.734870370372,17438.900023591985,-74.98091396847262,6901.71074612639,24265.629855749903,True
2025-09-21,10272.734870370372,3574.7089259259255,39344.316609625304,208.24604664774895,6330.403573576392,45882.966229849444,True
2025-09-22,3574.7089259259255,3566.1542222222242,45554.66634103058,-2129.234952146391,11797.795737,55223.22712588419,True
2025-09-23,3566.1542222222242,2845.5706666666674,44419.51450942145,-712.3924482242256,8095.524496045842,51802.64655724307,True
2025-09-24,2845.5706666666674,2215.9102592592617,39006.365373092965,3380.6128309534392,9042.348110363895,51429.3263144103,True
2025-09-25,2215.9102592592617,1497.7440185185187,41673.683382418276,2764.186671791275,6541.760946358337,50979.63100056789,True
2025-09-26,1497.7440185185187,2252.310500000005,14829.874324473203,-301.98019055669084,3849.819542265273,18377.713676181786,True
2025-09-27,2252.310500000005,10460.830166666668,17764.891910449915,919.726808395833,7914.841135948611,26599.45985479436,True
